Row Labels,Count of CaseNumber,,,,,,,
3588,1,,,,,,,
2020-0F1-051093,1,,,,,,,
3960,1,,,,,,,
2020-0F1-051151,1,,,,,,,
692,1,,,,,,,
2020-0F1-051193,3,,,,,,,
4124,3,,,,,,,
2020-0F1-051251,1,,,,,,,
2915,1,,,,,,,
2020-0F1-051281,2,,,,,,,
3334,1,,,,,,,
3552,1,,,,,,,
2020-0F1-051349,1,,,,,,,
1084,1,,,,,,,
2020-0F1-051404,1,,,,,,,
2227,1,,,,,,,
2020-0F1-051507,1,,,,,,,
2851,1,,,,,,,
2020-0F1-051586,1,,,,,,,
1793,1,,,,,,,
2020-0F1-051588,2,,,,,,,
4195,1,,,,,,,
4269,1,,,,,,,
2020-0F1-051589,2,,,,,,,
3552,1,,,,,,,
3912,1,,,,,,,
2020-0F1-051730,1,,,,,,,
3588,1,,,,,,,
2020-0F1-051842,2,,,,,,,
3383,1,,,,,,,
3973,1,,,,,,,
2020-0F1-051910,2,,,,,,,
4274,1,,,,,,,
4321,1,,,,,,,
2020-0F1-051912,3,,,,,,,
1571,1,,,,,,,
1980,1,,,,,,,
3363,1,,,,,,,
2020-0F1-051916,1,,,,,,,
4385,1,,,,,,,
2020-0F1-051949,1,,,,,,,
4124,1,,,,,,,
2020-0F1-052079,3,,,,,,,
4275,1,,,,,,,
4300,1,,,,,,,
4385,1,,,,,,,
2020-0F1-052345,1,,,,,,,
3462,1,,,,,,,
2020-0F1-052582,2,,,,,,,
2711,1,,,,,,,
3552,1,,,,,,,
2020-0F1-052615,2,,,,,,,
3170,1,,,,,,,
3431,1,,,,,,,
2020-0F1-052743,2,,,,,,,
3012,1,,,,,,,
3665,1,,,,,,,
2020-0F1-052803,5,,,,,,,
4124,5,,,,,,,
2020-0F1-052849,2,,,,,,,
1854,1,,,,,,,
2918,1,,,,,,,
2020-0F1-053090,2,,,,,,,
3948,1,,,,,,,
4124,1,,,,,,,
2020-0F1-053190,4,,,,,,,
1980,1,,,,,,,
2986,1,,,,,,,
3184,1,,,,,,,
3921,1,,,,,,,
2020-0F1-053214,2,,,,,,,
2734,1,,,,,,,
4296,1,,,,,,,
2020-0F1-053224,4,,,,,,,
4296,2,,,,,,,
4371,2,,,,,,,
2020-0F1-053266,1,,,,,,,
777,1,,,,,,,
2020-0F1-053276,1,,,,,,,
1667,1,,,,,,,
2020-0F1-053419,3,,,,,,,
777,1,,,,,,,
3441,1,,,,,,,
4124,1,,,,,,,
2020-0F1-053697,2,,,,,,,
4251,2,,,,,,,
2020-0F1-053832,2,,,,,,,
865,1,,,,,,,
1934,1,,,,,,,
2020-0F1-053886,2,,,,,,,
4300,1,,,,,,,
4348,1,,,,,,,
2020-0F1-053920,2,,,,,,,
2496,1,,,,,,,
4124,1,,,,,,,
2020-0F1-053933,1,,,,,,,
4124,1,,,,,,,
2020-0F1-054094,3,,,,,,,
2575,1,,,,,,,
2915,1,,,,,,,
4124,1,,,,,,,
2020-0F1-054122,2,,,,,,,
2575,1,,,,,,,
4124,1,,,,,,,
2020-0F1-054228,3,,,,,,,
3479,1,,,,,,,
4272,1,,,,,,,
4371,1,,,,,,,
2020-0F1-054310,1,,,,,,,
4124,1,,,,,,,
2020-0F1-054600,2,,,,,,,
4300,1,,,,,,,
4365,1,,,,,,,
2020-0F1-054625,2,,,,,,,
1118,1,,,,,,,
4124,1,,,,,,,
2020-0F1-054659,2,,,,,,,
3170,1,,,,,,,
4233,1,,,,,,,
2020-0F1-054916,1,,,,,,,
995,1,,,,,,,
2020-0F1-054932,4,,,,,,,
2734,1,,,,,,,
3331,1,,,,,,,
4274,1,,,,,,,
4385,1,,,,,,,
2020-0F1-054996,1,,,,,,,
2575,1,,,,,,,
2020-0F1-055076,2,,,,,,,
3576,1,,,,,,,
4293,1,,,,,,,
2020-0F1-055154,3,,,,,,,
2095,1,,,,,,,
3441,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055215,2,,,,,,,
3576,1,,,,,,,
4191,1,,,,,,,
2020-0F1-055292,1,,,,,,,
2580,1,,,,,,,
2020-0F1-055320,1,,,,,,,
2740,1,,,,,,,
2020-0F1-055324,2,,,,,,,
3013,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055327,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055649,1,,,,,,,
4274,1,,,,,,,
2020-0F1-055659,1,,,,,,,
4195,1,,,,,,,
2020-0F1-055669,2,,,,,,,
1549,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055674,2,,,,,,,
3031,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055688,4,,,,,,,
3031,1,,,,,,,
3170,1,,,,,,,
3431,1,,,,,,,
4124,1,,,,,,,
2020-0F1-055830,2,,,,,,,
1084,1,,,,,,,
2496,1,,,,,,,
2020-0F1-055937,1,,,,,,,
2918,1,,,,,,,
2020-0F1-055955,4,,,,,,,
2734,1,,,,,,,
3479,1,,,,,,,
4309,1,,,,,,,
4365,1,,,,,,,
2020-0F1-055964,5,,,,,,,
2915,1,,,,,,,
3114,1,,,,,,,
4275,1,,,,,,,
4309,1,,,,,,,
4365,1,,,,,,,
2020-0F1-056045,8,,,,,,,
1729,2,,,,,,,
1934,2,,,,,,,
1980,2,,,,,,,
3123,2,,,,,,,
2020-0F1-056169,1,,,,,,,
2559,1,,,,,,,
2020-0F1-056253,2,,,,,,,
3709,1,,,,,,,
4394,1,,,,,,,
2020-0F1-056379,2,,,,,,,
2664,1,,,,,,,
4286,1,,,,,,,
2020-0F1-056478,1,,,,,,,
4124,1,,,,,,,
2020-0F1-056558,1,,,,,,,
3484,1,,,,,,,
2020-0F1-056642,2,,,,,,,
1980,1,,,,,,,
4371,1,,,,,,,
2020-0F1-056760,2,,,,,,,
4292,1,,,,,,,
4348,1,,,,,,,
2020-0F1-056955,4,,,,,,,
2734,1,,,,,,,
3114,1,,,,,,,
3479,1,,,,,,,
4251,1,,,,,,,
2020-0F1-057021,2,,,,,,,
4067,1,,,,,,,
4124,1,,,,,,,
2020-0F1-057083,2,,,,,,,
4084,1,,,,,,,
4327,1,,,,,,,
2020-0F1-057287,2,,,,,,,
2734,1,,,,,,,
3552,1,,,,,,,
2020-0F1-057476,4,,,,,,,
4282,2,,,,,,,
4309,2,,,,,,,
2020-0F1-057477,2,,,,,,,
3528,1,,,,,,,
4195,1,,,,,,,
2020-0F1-057568,3,,,,,,,
2986,1,,,,,,,
3462,1,,,,,,,
4286,1,,,,,,,
2020-0F1-057589,1,,,,,,,
2918,1,,,,,,,
2020-0F1-057613,1,,,,,,,
2580,1,,,,,,,
2020-0F1-057810,2,,,,,,,
3387,1,,,,,,,
4233,1,,,,,,,
2020-0F1-057969,2,,,,,,,
4385,1,,,,,,,
4410,1,,,,,,,
2020-0F1-057981,2,,,,,,,
4321,1,,,,,,,
4356,1,,,,,,,
2020-0F1-057987,3,,,,,,,
2095,1,,,,,,,
4067,1,,,,,,,
4124,1,,,,,,,
2020-0F1-058113,2,,,,,,,
4309,1,,,,,,,
4321,1,,,,,,,
2020-0F1-058119,1,,,,,,,
4251,1,,,,,,,
2020-0F1-058165,2,,,,,,,
2923,1,,,,,,,
4124,1,,,,,,,
2020-0F1-058235,1,,,,,,,
3474,1,,,,,,,
2020-0F1-058263,4,,,,,,,
528,2,,,,,,,
995,2,,,,,,,
2020-0F1-058275,4,,,,,,,
4296,2,,,,,,,
4414,2,,,,,,,
2020-0F1-058410,2,,,,,,,
3184,1,,,,,,,
4084,1,,,,,,,
2020-0F1-058451,1,,,,,,,
995,1,,,,,,,
2020-0F1-058622,4,,,,,,,
1934,1,,,,,,,
3285,1,,,,,,,
4300,1,,,,,,,
4414,1,,,,,,,
2020-0F1-058625,5,,,,,,,
2192,1,,,,,,,
4314,1,,,,,,,
4348,1,,,,,,,
4356,1,,,,,,,
4414,1,,,,,,,
2020-0F1-058731,2,,,,,,,
4293,2,,,,,,,
2020-0F1-058765,6,,,,,,,
3665,2,,,,,,,
4251,2,,,,,,,
4328,2,,,,,,,
2020-0F1-058828,1,,,,,,,
3921,1,,,,,,,
2020-0F1-058902,6,,,,,,,
1980,1,,,,,,,
2213,1,,,,,,,
3031,1,,,,,,,
3552,1,,,,,,,
4124,1,,,,,,,
4354,1,,,,,,,
2020-0F1-058983,1,,,,,,,
3948,1,,,,,,,
2020-0F1-058984,2,,,,,,,
3956,1,,,,,,,
4124,1,,,,,,,
2020-0F1-059105,3,,,,,,,
4275,1,,,,,,,
4356,1,,,,,,,
4410,1,,,,,,,
2020-0F1-059151,2,,,,,,,
4332,1,,,,,,,
4410,1,,,,,,,
2020-0F1-059244,1,,,,,,,
3434,1,,,,,,,
2020-0F1-059344,1,,,,,,,
3287,1,,,,,,,
2020-0F1-059475,4,,,,,,,
1980,1,,,,,,,
3665,1,,,,,,,
4292,1,,,,,,,
4414,1,,,,,,,
2020-0F1-059481,4,,,,,,,
4269,1,,,,,,,
4296,1,,,,,,,
4371,1,,,,,,,
4414,1,,,,,,,
2020-0F1-059568,2,,,,,,,
4272,1,,,,,,,
4278,1,,,,,,,
2020-0F1-059583,2,,,,,,,
2192,1,,,,,,,
4286,1,,,,,,,
2020-0F1-059648,3,,,,,,,
4195,1,,,,,,,
4272,1,,,,,,,
4328,1,,,,,,,
2020-0F1-059654,2,,,,,,,
3528,1,,,,,,,
4365,1,,,,,,,
2020-0F1-059706,1,,,,,,,
4233,1,,,,,,,
2020-0F1-059809,1,,,,,,,
4195,1,,,,,,,
2020-0F1-059810,1,,,,,,,
3528,1,,,,,,,
2020-0F1-059824,2,,,,,,,
4274,1,,,,,,,
4314,1,,,,,,,
2020-0F1-059936,2,,,,,,,
2541,1,,,,,,,
4356,1,,,,,,,
2020-0F1-059962,3,,,,,,,
1980,1,,,,,,,
3114,1,,,,,,,
4300,1,,,,,,,
2020-0F1-060190,3,,,,,,,
3956,1,,,,,,,
4124,1,,,,,,,
4300,1,,,,,,,
2020-0F1-060253,3,,,,,,,
3331,1,,,,,,,
3912,1,,,,,,,
4327,1,,,,,,,
2020-0F1-060482,1,,,,,,,
4282,1,,,,,,,
2020-0F1-060502,2,,,,,,,
4282,1,,,,,,,
4414,1,,,,,,,
2020-0F1-060608,1,,,,,,,
2868,1,,,,,,,
2020-0F1-060620,2,,,,,,,
3287,1,,,,,,,
4272,1,,,,,,,
2020-0F1-060637,3,,,,,,,
3552,3,,,,,,,
2020-0F1-060649,3,,,,,,,
4211,1,,,,,,,
4292,1,,,,,,,
4348,1,,,,,,,
2020-0F1-060805,2,,,,,,,
3285,1,,,,,,,
3479,1,,,,,,,
2020-0F1-060865,2,,,,,,,
2740,1,,,,,,,
3123,1,,,,,,,
2020-0F1-060971,2,,,,,,,
1980,1,,,,,,,
4321,1,,,,,,,
2020-0F1-060999,1,,,,,,,
3912,1,,,,,,,
2020-0F1-061230,2,,,,,,,
3387,1,,,,,,,
4124,1,,,,,,,
2020-0F1-061406,3,,,,,,,
3013,1,,,,,,,
3019,1,,,,,,,
4124,1,,,,,,,
2020-0F1-061554,1,,,,,,,
2740,1,,,,,,,
2020-0F1-061571,2,,,,,,,
4046,1,,,,,,,
4124,1,,,,,,,
2020-0F1-061618,1,,,,,,,
2051,1,,,,,,,
2020-0F1-061659,2,,,,,,,
4292,1,,,,,,,
4371,1,,,,,,,
2020-0F1-061958,2,,,,,,,
4075,1,,,,,,,
4272,1,,,,,,,
2020-0F1-061981,3,,,,,,,
995,1,,,,,,,
2734,1,,,,,,,
3114,1,,,,,,,
2020-0F1-062050,2,,,,,,,
1971,1,,,,,,,
2575,1,,,,,,,
2020-0F1-062194,2,,,,,,,
2923,1,,,,,,,
4124,1,,,,,,,
2020-0F1-062196,3,,,,,,,
1971,1,,,,,,,
3387,1,,,,,,,
4124,1,,,,,,,
2020-0F1-062220,2,,,,,,,
2923,1,,,,,,,
4124,1,,,,,,,
2020-0F1-062355,4,,,,,,,
1084,1,,,,,,,
4046,1,,,,,,,
4124,1,,,,,,,
4286,1,,,,,,,
2020-0F1-062367,2,,,,,,,
3431,1,,,,,,,
4124,1,,,,,,,
2020-0F1-062412,4,,,,,,,
3484,2,,,,,,,
4394,2,,,,,,,
2020-0F1-062479,2,,,,,,,
3285,1,,,,,,,
4282,1,,,,,,,
2020-0F1-062685,1,,,,,,,
3123,1,,,,,,,
2020-0F1-062719,1,,,,,,,
2486,1,,,,,,,
2020-0F1-062941,1,,,,,,,
995,1,,,,,,,
2020-0F1-062950,1,,,,,,,
C1882,1,,,,,,,
2020-0F1-063116,1,,,,,,,
4382,1,,,,,,,
2020-0F1-063149,1,,,,,,,
4046,1,,,,,,,
2020-0F1-063155,1,,,,,,,
3960,1,,,,,,,
2020-0F1-063216,1,,,,,,,
3160,1,,,,,,,
2020-0F1-063263,4,,,,,,,
692,1,,,,,,,
4282,1,,,,,,,
4297,1,,,,,,,
4371,1,,,,,,,
2020-0F1-063278,3,,,,,,,
995,1,,,,,,,
4309,1,,,,,,,
4371,1,,,,,,,
2020-0F1-063446,2,,,,,,,
2734,1,,,,,,,
3528,1,,,,,,,
2020-0F1-063494,2,,,,,,,
1084,1,,,,,,,
4124,1,,,,,,,
2020-0F1-063632,1,,,,,,,
4371,1,,,,,,,
2020-0F1-063660,1,,,,,,,
3013,1,,,,,,,
2020-0F1-063730,1,,,,,,,
3709,1,,,,,,,
2020-0F1-063754,2,,,,,,,
4075,1,,,,,,,
4121,1,,,,,,,
2020-0F1-063975,2,,,,,,,
4282,1,,,,,,,
4392,1,,,,,,,
2020-0F1-064012,1,,,,,,,
3883,1,,,,,,,
2020-0F1-064069,2,,,,,,,
3383,1,,,,,,,
4293,1,,,,,,,
2020-0F1-064188,2,,,,,,,
2095,1,,,,,,,
3344,1,,,,,,,
2020-0F1-064200,5,,,,,,,
1971,1,,,,,,,
3883,1,,,,,,,
3912,1,,,,,,,
3921,1,,,,,,,
4293,1,,,,,,,
2020-0F1-064286,2,,,,,,,
3665,1,,,,,,,
4275,1,,,,,,,
2020-0F1-064321,1,,,,,,,
4392,1,,,,,,,
2020-0F1-064365,2,,,,,,,
2851,1,,,,,,,
3459,1,,,,,,,
2020-0F1-064382,1,,,,,,,
3431,1,,,,,,,
2020-0F1-064385,1,,,,,,,
4344,1,,,,,,,
2020-0F1-064398,1,,,,,,,
777,1,,,,,,,
2020-0F1-064486,1,,,,,,,
4328,1,,,,,,,
2020-0F1-064567,5,,,,,,,
1749,1,,,,,,,
3552,1,,,,,,,
3912,1,,,,,,,
4344,1,,,,,,,
4394,1,,,,,,,
2020-0F1-064624,5,,,,,,,
995,1,,,,,,,
1667,1,,,,,,,
3285,1,,,,,,,
4328,1,,,,,,,
4348,1,,,,,,,
2020-0F1-064638,2,,,,,,,
3913,1,,,,,,,
4371,1,,,,,,,
2020-0F1-064670,2,,,,,,,
1084,1,,,,,,,
4124,1,,,,,,,
2020-0F1-064830,2,,,,,,,
3285,1,,,,,,,
4314,1,,,,,,,
2020-0H1-001936,2,,,,,,,
1286,2,,,,,,,
2020-0H1-002257,10,,,,,,,
2881,5,,,,,,,
2901,5,,,,,,,
2020-0H1-002258,1,,,,,,,
3240,1,,,,,,,
2020-0H1-002292,1,,,,,,,
4004,1,,,,,,,
2020-0H1-002302,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002344,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002353,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002363,1,,,,,,,
4250,1,,,,,,,
2020-0H1-002428,3,,,,,,,
2662,1,,,,,,,
2901,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002435,1,,,,,,,
2881,1,,,,,,,
2020-0H1-002442,2,,,,,,,
2901,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002450,1,,,,,,,
2881,1,,,,,,,
2020-0H1-002451,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002498,1,,,,,,,
2901,1,,,,,,,
2020-0H1-002500,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002520,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002556,1,,,,,,,
2881,1,,,,,,,
2020-0H1-002581,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002598,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002612,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002662,1,,,,,,,
3297,1,,,,,,,
2020-0H1-002767,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002786,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002828,1,,,,,,,
4331,1,,,,,,,
2020-0H1-002839,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002871,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002895,2,,,,,,,
2901,1,,,,,,,
3370,1,,,,,,,
2020-0H1-002930,1,,,,,,,
1013,1,,,,,,,
2020-0H1-002996,2,,,,,,,
1286,1,,,,,,,
1544,1,,,,,,,
2020-0H1-003090,1,,,,,,,
1013,1,,,,,,,
2020-0H2-000986,3,,,,,,,
2614,3,,,,,,,
2020-0H3-002956,4,,,,,,,
3317,4,,,,,,,
2020-0H4-000058,1,,,,,,,
3207,1,,,,,,,
2020-0H4-000155,1,,,,,,,
3972,1,,,,,,,
2020-0H4-000213,1,,,,,,,
4164,1,,,,,,,
2020-0H4-000244,1,,,,,,,
4164,1,,,,,,,
2020-0H4-000476,1,,,,,,,
3219,1,,,,,,,
2020-0H4-000477,1,,,,,,,
3232,1,,,,,,,
2020-0H4-000478,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-000746,1,,,,,,,
4164,1,,,,,,,
2020-0H4-000767,1,,,,,,,
2965,1,,,,,,,
2020-0H4-000773,1,,,,,,,
3207,1,,,,,,,
2020-0H4-000867,1,,,,,,,
3065,1,,,,,,,
2020-0H4-000886,2,,,,,,,
3205,1,,,,,,,
3219,1,,,,,,,
2020-0H4-000930,1,,,,,,,
2965,1,,,,,,,
2020-0H4-000932,2,,,,,,,
3615,1,,,,,,,
4247,1,,,,,,,
2020-0H4-001153,1,,,,,,,
4088,1,,,,,,,
2020-0H4-001228,2,,,,,,,
4164,2,,,,,,,
2020-0H4-001278,1,,,,,,,
4164,1,,,,,,,
2020-0H4-001502,1,,,,,,,
4164,1,,,,,,,
2020-0H4-001662,2,,,,,,,
4274,1,,,,,,,
4293,1,,,,,,,
2020-0H4-001867,2,,,,,,,
3207,1,,,,,,,
4274,1,,,,,,,
2020-0H4-001878,3,,,,,,,
3219,1,,,,,,,
4250,1,,,,,,,
4354,1,,,,,,,
2020-0H4-001916,2,,,,,,,
4164,1,,,,,,,
4220,1,,,,,,,
2020-0H4-001924,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-001961,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-002099,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002104,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002123,1,,,,,,,
1221,1,,,,,,,
2020-0H4-002203,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002252,1,,,,,,,
2965,1,,,,,,,
2020-0H4-002320,1,,,,,,,
4220,1,,,,,,,
2020-0H4-002449,1,,,,,,,
4331,1,,,,,,,
2020-0H4-002487,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002602,1,,,,,,,
4293,1,,,,,,,
2020-0H4-002651,1,,,,,,,
4220,1,,,,,,,
2020-0H4-002671,6,,,,,,,
1221,3,,,,,,,
4164,3,,,,,,,
2020-0H4-002718,1,,,,,,,
3429,1,,,,,,,
2020-0H4-002720,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002740,1,,,,,,,
3207,1,,,,,,,
2020-0H4-002869,1,,,,,,,
1767,1,,,,,,,
2020-0H4-002890,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002916,1,,,,,,,
4164,1,,,,,,,
2020-0H4-002956,2,,,,,,,
1491,1,,,,,,,
3207,1,,,,,,,
2020-0H4-003079,1,,,,,,,
4164,1,,,,,,,
2020-0H4-003161,1,,,,,,,
3429,1,,,,,,,
2020-0H4-003187,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003220,5,,,,,,,
3065,1,,,,,,,
3617,1,,,,,,,
4090,1,,,,,,,
4164,1,,,,,,,
4295,1,,,,,,,
2020-0H4-003232,1,,,,,,,
2965,1,,,,,,,
2020-0H4-003251,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003252,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003265,2,,,,,,,
1767,1,,,,,,,
2336,1,,,,,,,
2020-0H4-003270,1,,,,,,,
4164,1,,,,,,,
2020-0H4-003271,1,,,,,,,
3065,1,,,,,,,
2020-0H4-003294,2,,,,,,,
2462,1,,,,,,,
2965,1,,,,,,,
2020-0H4-003315,1,,,,,,,
1767,1,,,,,,,
2020-0H4-003362,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-003399,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003400,2,,,,,,,
3065,1,,,,,,,
3250,1,,,,,,,
2020-0H4-003423,3,,,,,,,
1767,1,,,,,,,
2371,1,,,,,,,
4274,1,,,,,,,
2020-0H4-003459,2,,,,,,,
4250,1,,,,,,,
4354,1,,,,,,,
2020-0H4-003475,1,,,,,,,
3615,1,,,,,,,
2020-0H4-003478,1,,,,,,,
1767,1,,,,,,,
2020-0H4-003487,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003499,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003501,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003502,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003521,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-003526,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003527,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003529,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003531,1,,,,,,,
3429,1,,,,,,,
2020-0H4-003534,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003535,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003536,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003539,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003540,1,,,,,,,
4088,1,,,,,,,
2020-0H4-003542,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003560,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003566,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003567,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003568,1,,,,,,,
4220,1,,,,,,,
2020-0H4-003679,1,,,,,,,
3617,1,,,,,,,
2020-0H4-003693,1,,,,,,,
1767,1,,,,,,,
2020-0H4-003775,1,,,,,,,
4331,1,,,,,,,
2020-0H4-003778,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-003812,1,,,,,,,
2336,1,,,,,,,
2020-0H4-003816,1,,,,,,,
3429,1,,,,,,,
2020-0H4-003829,1,,,,,,,
3250,1,,,,,,,
2020-0H4-003846,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003847,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003849,2,,,,,,,
2965,1,,,,,,,
4274,1,,,,,,,
2020-0H4-003852,5,,,,,,,
1767,1,,,,,,,
2371,1,,,,,,,
2965,1,,,,,,,
3207,1,,,,,,,
4274,1,,,,,,,
2020-0H4-003854,4,,,,,,,
1767,1,,,,,,,
2371,1,,,,,,,
2965,1,,,,,,,
4274,1,,,,,,,
2020-0H4-003864,2,,,,,,,
4164,1,,,,,,,
4295,1,,,,,,,
2020-0H4-003886,1,,,,,,,
3205,1,,,,,,,
2020-0H4-003895,2,,,,,,,
3205,1,,,,,,,
3429,1,,,,,,,
2020-0H4-003974,2,,,,,,,
3617,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004007,3,,,,,,,
2462,1,,,,,,,
3205,1,,,,,,,
3219,1,,,,,,,
2020-0H4-004010,1,,,,,,,
4058,1,,,,,,,
2020-0H4-004015,2,,,,,,,
4220,1,,,,,,,
4334,1,,,,,,,
2020-0H4-004017,2,,,,,,,
4220,1,,,,,,,
4334,1,,,,,,,
2020-0H4-004018,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004019,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004020,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004021,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004022,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004034,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004035,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004037,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004067,2,,,,,,,
4088,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004075,2,,,,,,,
4088,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004090,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004091,1,,,,,,,
4220,1,,,,,,,
2020-0H4-004159,2,,,,,,,
2462,1,,,,,,,
4274,1,,,,,,,
2020-0H4-004197,2,,,,,,,
2371,1,,,,,,,
2741,1,,,,,,,
2020-0H4-004198,2,,,,,,,
2371,1,,,,,,,
2741,1,,,,,,,
2020-0H4-004212,1,,,,,,,
4331,1,,,,,,,
2020-0H4-004213,2,,,,,,,
4164,2,,,,,,,
2020-0H4-004326,1,,,,,,,
2965,1,,,,,,,
2020-0H4-004342,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004344,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004346,1,,,,,,,
4295,1,,,,,,,
2020-0H4-004392,1,,,,,,,
4331,1,,,,,,,
2020-0H4-004398,2,,,,,,,
4088,2,,,,,,,
2020-0H4-004438,1,,,,,,,
4164,1,,,,,,,
2020-0H4-004439,1,,,,,,,
4164,1,,,,,,,
2020-0H4-004458,1,,,,,,,
2741,1,,,,,,,
2020-0H4-004460,1,,,,,,,
2741,1,,,,,,,
2020-0H4-004468,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-004474,1,,,,,,,
3617,1,,,,,,,
2020-0H4-004522,1,,,,,,,
1491,1,,,,,,,
2020-0H4-004525,2,,,,,,,
1767,1,,,,,,,
3219,1,,,,,,,
2020-0H4-004535,1,,,,,,,
3065,1,,,,,,,
2020-0H4-004537,1,,,,,,,
3617,1,,,,,,,
2020-0H4-004552,1,,,,,,,
1221,1,,,,,,,
2020-0H4-004592,1,,,,,,,
2741,1,,,,,,,
2020-0H4-004625,1,,,,,,,
4354,1,,,,,,,
2020-0H4-004859,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-004864,2,,,,,,,
3207,1,,,,,,,
3219,1,,,,,,,
2020-0H4-004866,1,,,,,,,
3207,1,,,,,,,
2020-0H4-004882,3,,,,,,,
3065,1,,,,,,,
4164,1,,,,,,,
4183,1,,,,,,,
2020-0H4-004958,3,,,,,,,
842,1,,,,,,,
1221,1,,,,,,,
2843,1,,,,,,,
2020-0H4-005071,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-005072,1,,,,,,,
3207,1,,,,,,,
2020-0H4-005078,1,,,,,,,
4331,1,,,,,,,
2020-0H4-005133,1,,,,,,,
3065,1,,,,,,,
2020-0H4-005156,1,,,,,,,
3207,1,,,,,,,
2020-0H4-005193,1,,,,,,,
4164,1,,,,,,,
2020-0H4-005207,1,,,,,,,
4164,1,,,,,,,
2020-0H4-005217,2,,,,,,,
2741,2,,,,,,,
2020-0H4-005224,1,,,,,,,
1767,1,,,,,,,
2020-0H4-005231,2,,,,,,,
2965,1,,,,,,,
4405,1,,,,,,,
2020-0H4-005262,1,,,,,,,
2965,1,,,,,,,
2020-0H4-005504,1,,,,,,,
4164,1,,,,,,,
2020-0H4-005516,1,,,,,,,
4164,1,,,,,,,
2020-0H4-005541,1,,,,,,,
2741,1,,,,,,,
2020-0H4-005589,1,,,,,,,
2965,1,,,,,,,
