FieldNum,GangRelatedYN,CreatedDate,CreatedTime,CreatedID
19-191-FI,N,20191115,1445,548
19-192-FI,N,20191116,1657,569
19-193-FI,N,20191120,1459,551
19-194-FI,N,20191121,1124,614
19-195-FI,N,20191123,2331,506
19-196-FI,N,20191124,1054,535
19-197-FI,N,20191127,0319,592
19-198-FI,Y,20191130,1002,535
19-199-FI,Y,20191130,2054,559
19-201-FI,N,20191205,2346,557
19-202-FI,N,20191209,1323,506
19-203-FI,N,20191210,0401,592
19-204-FI,N,20191210,1258,535
19-205-FI,N,20191212,1451,535
19-206-FI,Y,20191216,1411,506
19-207-FI,N,20191216,1510,376
19-208-FI,N,20191225,0258,557
19-209-FI,N,20191228,0742,614
19-210-FI,N,20191228,1650,548
20-1-FI,N,20200102,2226,569
20-2-FI,N,20200104,2024,506
20-3-FI,N,20200105,0014,555
20-4-FI,N,20200108,1252,516
20-5-FI,N,20200110,1748,400
20-6-FI,Y,20200115,1149,348
20-7-FI,N,20200117,1329,535
20-8-FI,N,20200122,1916,569
20-9-FI,N,20200127,1936,479
20-11-FI,N,20200203,2343,569
20-12-FI,N,20200205,1906,592
20-13-FI,N,20200205,2113,559
20-14-FI,Y,20200210,1506,405
20-15-FI,Y,20200222,0220,557
20-16-FI,N,20200225,1440,548
20-17-FI,N,20200226,1729,591
20-18-FI,N,20200228,2120,332
20-19-FI,N,20200301,2309,620
20-20-FI,N,20200309,0229,569
20-21-FI,N,20200313,1808,592
20-22-FI,N,20200315,2323,587
20-23-FI,N,20200316,1912,400
20-24-FI,N,20200324,1745,506
20-25-FI,Y,20200324,2158,503
20-26-FI,N,20200406,1632,573
20-27-FI,N,20200412,1721,592
20-28-FI,N,20200423,1848,387
20-29-FI,N,20200424,0828,548
20-30-FI,Y,20200424,2140,492
20-31-FI,N,20200424,2236,387
20-32-FI,Y,20200426,2112,492
20-33-FI,N,20200427,2107,400
20-34-FI,N,20200427,2234,400
20-35-FI,N,20200428,0221,555
20-36-FI,Y,20200428,2306,506
20-37-FI,Y,20200430,0853,548
20-38-FI,N,20200501,2330,591
20-39-FI,N,20200502,1718,400
20-41-FI,N,20200503,2028,569
20-40-FI,N,20200503,1720,400
20-42-FI,N,20200504,1551,592
20-43-FI,N,20200504,1828,400
20-44-FI,N,20200505,0008,442
20-45-FI,N,20200505,0239,569
20-46-FI,Y,20200506,0121,442
20-47-FI,N,20200506,1404,441
20-48-FI,N,20200506,1409,557
20-49-FI,N,20200506,1821,389
20-50-FI,N,20200506,1826,389
20-51-FI,N,20200506,1904,348
20-52-FI,N,20200506,1911,405
20-53-FI,N,20200507,0922,548
20-54-FI,Y,20200507,0942,420
20-55-FI,N,20200507,1649,593
20-56-FI,N,20200507,1747,593
20-57-FI,N,20200507,1935,593
20-58-FI,N,20200508,2302,559
20-59-FI,N,20200509,1938,400
20-60-FI,N,20200509,2247,400
20-61-FI,N,20200509,2339,400
20-62-FI,N,20200511,2103,555
20-63-FI,N,20200512,0145,443
20-64-FI,N,20200512,1139,548
20-65-FI,N,20200512,1340,389
20-66-FI,N,20200513,2019,592
20-67-FI,N,20200514,1053,548
20-68-FI,N,20200514,1407,506
20-69-FI,N,20200514,1738,400
20-70-FI,N,20200514,1803,400
20-71-FI,N,20200514,1917,348
20-72-FI,N,20200514,1923,350
20-73-FI,N,20200514,1926,405
20-74-FI,N,20200515,1904,400
20-75-FI,,20200515,2029,400
20-76-FI,N,20200517,1515,548
20-77-FI,Y,20200520,1837,557
20-78-FI,N,20200520,1845,400
20-79-FI,Y,20200521,0238,557
20-80-FI,N,20200521,0249,557
20-81-FI,N,20200522,2356,442
20-82-FI,N,20200525,1752,586
20-83-FI,N,20200525,2220,592
20-84-FI,N,20200525,2324,586
20-85-FI,N,20200528,1725,400
20-86-FI,N,20200529,0916,389
20-87-FI,N,20200529,2224,496
20-88-FI,N,20200530,0209,442
20-89-FI,N,20200604,0107,587
20-90-FI,N,20200607,1708,593
20-91-FI,N,20200609,2304,400
20-92-FI,N,20200609,2309,627
20-99-FI,N,20200621,1909,569
20-93-FI,N,20200614,1753,400
20-94-FI,N,20200615,1330,482
20-95-FI,N,20200615,1720,559
20-96-FI,N,20200615,2040,400
20-97-FI,N,20200617,0133,570
20-98-FI,N,20200618,2149,592
20-101-FI,Y,20200701,2132,557
20-100-FI,N,20200701,1726,621
20-102-FI,N,20200702,2347,496
20-103-FI,N,20200703,2338,621
20-104-FI,N,20200704,0406,442
20-105-FI,N,20200709,0202,379
20-106-FI,N,20200709,1925,400
20-107-FI,N,20200715,0211,557
20-108-FI,N,20200720,2355,400
20-109-FI,N,20200721,1816,400
20-110-FI,N,20200721,2258,400
20-111-FI,N,20200724,1951,559
20-112-FI,N,20200725,1549,535
20-113-FI,N,20200727,1807,592
20-114-FI,N,20200727,2228,592
20-115-FI,N,20200728,0003,557
20-116-FI,N,20200729,0119,443
20-117-FI,N,20200731,1700,479
20-122-FI,N,20200814,0821,535
20-118-FI,N,20200806,1420,535
20-119-FI,N,20200806,1931,621
20-120-FI,,20200806,1954,559
20-121-FI,Y,20200806,2022,387
20-123-FI,N,20200817,1951,592
20-124-FI,N,20200820,1030,535
20-125-FI,N,20200827,1907,621
20-126-FI,N,20200831,0144,589
20-127-FI,N,20200903,1154,548
20-128-FI,,20200904,1428,535
20-129-FI,N,20200907,1445,535
20-130-FI,,20200907,1755,559
20-131-FI,N,20200907,1918,557
20-132-FI,,20200909,1839,468
20-133-FI,N,20200909,2324,592
20-134-FI,N,20200910,0831,548
20-135-FI,N,20200910,0925,548
20-136-FI,N,20200910,2206,559
20-137-FI,N,20200916,1843,592
20-138-FI,N,20200916,2222,555
20-139-FI,N,20200919,2026,569
20-140-FI,N,20200922,2242,592
20-141-FI,N,20200922,2251,592
20-142-FI,N,20200922,2259,592
20-143-FI,N,20200923,0953,488
20-144-FI,N,20200923,1841,559
20-145-FI,N,20200923,1936,492
20-146-FI,N,20200923,2116,557
20-147-FI,N,20200925,1429,489
20-148-FI,N,20201002,1328,475
20-149-FI,N,20201004,1414,492
20-150-FI,N,20201004,2335,592
20-151-FI,N,20201005,1152,535
20-152-FI,N,20201018,0906,535
20-153-FI,,20201018,2016,557
20-154-FI,N,20201021,0150,587
20-155-FI,N,20201026,2306,468
20-156-FI,N,20201029,1737,569
20-157-FI,N,20201030,2312,555
20-158-FI,N,20201031,2141,592
20-159-FI,N,20201103,1715,603
20-160-FI,,20201104,1856,591
20-161-FI,N,20201106,0023,587
20-163-FI,N,20201106,1414,350
20-164-FI,N,20201106,1422,350
20-165-FI,N,20201106,1430,350
20-166-FI,N,20201106,1441,350
20-167-FI,N,20201106,1448,350
20-168-FI,N,20201106,1453,350
20-169-FI,N,20201106,1508,350
20-162-FI,N,20201106,1010,535
20-170-FI,N,20201112,1834,592
20-171-FI,N,20201113,1704,400
20-172-FI,,20201113,1705,400
20-173-FI,,20201113,1705,400
20-174-FI,N,20201119,1502,488
20-175-FI,N,20201119,1901,400
20-176-FI,N,20201119,2031,415
20-177-FI,Y,20201122,2121,557
20-178-FI,N,20201123,2208,400
20-179-FI,N,20201124,2239,387
20-180-FI,N,20201127,1826,559
20-181-FI,N,20201128,2353,626
20-182-FI,N,20201129,0254,557
20-183-FI,N,20201201,1919,592
20-184-FI,N,20201201,2259,592
20-185-FI,N,20201204,1502,535
20-186-FI,Y,20201205,2249,557
20-187-FI,N,20201207,2353,592
20-188-FI,N,20201210,2157,557
20-191-FI,N,20201221,1442,535
20-189-FI,N,20201216,1121,535
20-190-FI,N,20201221,1135,532
20-192-FI,N,20201223,1837,559
20-193-FI,N,20201225,0148,570
20-194-FI,Y,20201229,2054,569
21-1-FI,N,20210109,1821,479
21-2-FI,N,20210114,2135,555
21-3-FI,N,20210114,2244,592
21-5-FI,Y,20210119,0641,407
21-4-FI,N,20210118,0054,551
21-6-FI,N,20210119,1743,592
21-7-FI,N,20210120,1947,592
21-8-FI,Y,20210127,1529,563
21-9-FI,N,20210129,1735,592
21-10-FI,N,20210130,0106,442
21-11-FI,N,20210202,2129,591
21-12-FI,N,20210203,2336,559
21-13-FI,N,20210205,1252,552
21-14-FI,N,20210205,1255,389
21-15-FI,N,20210210,2015,436
21-16-FI,N,20210211,1622,496
21-17-FI,N,20210214,0930,548
21-18-FI,,20210215,1633,535
21-19-FI,N,20210217,0754,389
21-20-FI,N,20210224,0922,548
21-21-FI,N,20210225,1701,332
21-22-FI,N,20210226,1941,559
21-23-FI,N,20210228,0021,557
21-24-FI,N,20210301,2016,587
21-25-FI,N,20210301,2207,496
21-26-FI,N,20210301,2213,496
21-27-FI,,20210305,1750,559
21-28-FI,N,20210305,2052,400
21-29-FI,N,20210310,1527,532
21-30-FI,Y,20210328,1748,557
21-31-FI,N,20210401,0107,442
21-32-FI,N,20210408,1817,592
21-33-FI,N,20210415,2034,569
21-34-FI,N,20210423,2021,400
21-35-FI,N,20210428,2304,559
21-37-FI,N,20210502,1147,548
21-36-FI,N,20210501,0204,557
21-38-FI,N,20210503,2317,563
21-39-FI,N,20210504,1201,535
21-40-FI,N,20210511,2014,547
21-41-FI,N,20210512,2244,592
21-42-FI,N,20210524,2159,496
21-43-FI,N,20210614,2256,506
21-44-FI,,20210622,2157,559
21-45-FI,N,20210624,1557,591
21-46-FI,N,20210701,0838,389
21-47-FI,N,20210702,1404,588
21-48-FI,,20210707,1358,588
21-49-FI,,20210709,0940,588
21-50-FI,N,20210726,2341,621
21-51-FI,N,20210730,1653,639
21-52-FI,N,20210731,0957,548
21-53-FI,N,20210801,1806,400
21-54-FI,N,20210823,1953,548
21-55-FI,N,20210824,1330,548
21-56-FI,,20210825,2216,621
21-57-FI,N,20210908,0925,563
21-58-FI,N,20210912,1631,492
21-59-FI,Y,20210913,0851,482
21-60-FI,N,20210913,0902,348
21-61-FI,N,20210917,1840,592
21-62-FI,,20210919,0632,569
21-63-FI,N,20210926,2140,557
21-64-FI,N,20210929,1928,555
21-65-FI,N,20210930,1540,587
21-66-FI,N,20211001,2344,555
21-67-FI,N,20211008,2107,592
21-68-FI,N,20211013,2252,633
21-69-FI,N,20211018,1945,563
21-70-FI,N,20211018,1951,643
21-71-FI,N,20211026,2229,400
21-72-FI,N,20211030,2110,557
21-73-FI,N,20211101,1901,592
21-75-FI,N,20211105,1912,387
21-74-FI,Y,20211103,2100,387
21-77-FI,N,20211107,2306,557
21-76-FI,N,20211107,1640,555
21-78-FI,N,20211111,1230,548
21-79-FI,Y,20211115,0841,311
21-80-FI,N,20211121,0228,592
21-81-FI,N,20211124,2309,633
21-82-FI,N,20211128,0903,548
21-83-FI,N,20211206,1158,533
21-84-FI,N,20211206,2203,634
21-86-FI,N,20211212,1955,592
21-88-FI,N,20211226,1810,634
21-89-FI,N,20211229,0957,509
21-90-FI,N,20211231,1512,587
