DocNum,AgencyName,Type,Status,StatusDate,IssueDate
16000110,WAL-PD,FIO,ACTIVE,09/02/2016 20:39:00,09/02/2016 20:39:00
16000111,WAL-PD,FIO,ACTIVE,09/03/2016 19:13:00,09/03/2016 19:13:00
16000112,WAL-PD,FIO,ACTIVE,09/03/2016 19:31:00,09/01/2016 19:31:00
16000119,WAL-PD,FIO,ACTIVE,10/03/2016 19:43:00,10/03/2016 19:42:00
16000122,WAL-PD,FIO,ACTIVE,10/11/2016 21:55:00,10/11/2016 21:55:00
16000126,WAL-PD,FIO,ACTIVE,10/19/2016 1:49:00,10/19/2016 1:00:00
16000127,WAL-PD,FIO,ACTIVE,10/19/2016 5:42:00,10/19/2016 5:40:00
16000129,WAL-PD,FIO,ACTIVE,10/20/2016 22:33:00,10/20/2016 22:33:00
16000131,WAL-PD,FIO,ACTIVE,10/28/2016 13:16:00,10/28/2016 11:00:00
16000132,WAL-PD,FIO,ACTIVE,10/30/2016 22:19:00,10/30/2016 22:33:00
16000134,WAL-PD,FIO,ACTIVE,11/3/2016 2:44:00,11/2/2016 2:44:00
16000136,WAL-PD,FIO,ACTIVE,11/17/2016 4:19:00,11/17/2016 4:19:00
16000137,WAL-PD,FIO,ACTIVE,11/18/2016 6:21:00,11/18/2016 6:20:00
16000142,WAL-PD,FIO,ACTIVE,12/12/2016 3:57:00,12/12/2016 3:40:00
16000143,WAL-PD,FIO,ACTIVE,12/12/2016 4:10:00,12/12/2016 1:51:00
16000144,WAL-PD,FIO,ACTIVE,12/20/2016 9:26:00,12/19/2016 11:45:00
16000146,WAL-PD,FIO,ACTIVE,12/21/2016 5:02:00,12/21/2016 3:45:00
16000147,WAL-PD,FIO,ACTIVE,12/21/2016 19:52:00,12/21/2016 19:51:00
17000003,WAL-PD,FIO,ACTIVE,1/17/2017 14:27:00,1/17/2017 14:00:00
17000012,WAL-PD,FIO,ACTIVE,2/9/2017 14:27:00,2/9/2017 14:26:00
17000014,WAL-PD,FIO,ACTIVE,2/22/2017 19:51:00,2/22/2017 19:50:00
17000023,WAL-PD,FIO,ACTIVE,3/29/2017 12:00:00,3/29/2017 11:58:00
17000027,WAL-PD,FIO,ACTIVE,4/9/2017 19:47:00,4/9/2017 19:46:00
17000032,WAL-PD,FIO,ACTIVE,5/4/2017 12:11:00,5/4/2017 12:10:00
17000036,WAL-PD,FIO,ACTIVE,5/9/2017 21:10:00,5/9/2017 21:21:00
17000038,WAL-PD,FIO,ACTIVE,05/13/2017 3:28:00,05/13/2017 3:27:00
17000040,WAL-PD,FIO,ACTIVE,05/14/2017 19:03:00,05/14/2017 3:28:00
17000044,WAL-PD,FIO,ACTIVE,06/09/2017 6:33:00,06/09/2017 6:32:00
17000045,WAL-PD,FIO,ACTIVE,06/12/2017 10:57:00,06/07/2017 10:56:00
17000046,WAL-PD,FIO,ACTIVE,06/12/2017 13:20:00,06/12/2017 13:19:00
17000048,WAL-PD,FIO,ACTIVE,06/12/2017 21:09:00,06/12/2017 18:32:00
17000051,WAL-PD,FIO,ACTIVE,06/14/2017 6:36:00,06/13/2017 6:35:00
17000055,WAL-PD,FIO,ACTIVE,06/24/2017 20:00:00,06/24/2017 19:59:00
17000060,WAL-PD,FIO,ACTIVE,07/11/2017 22:09:00,07/11/2017 21:55:00
17000061,WAL-PD,FIO,ACTIVE,07/11/2017 22:00:00,07/11/2017 20:30:00
17000066,WAL-PD,FIO,ACTIVE,08/09/2017 22:39:00,08/09/2017 22:38:00
17000069,WAL-PD,FIO,ACTIVE,08/21/2017 6:29:00,08/21/2017 2:35:00
17000075,WAL-PD,FIO,ACTIVE,09/14/2017 4:32:00,09/14/2017 4:14:00
17000077,WAL-PD,FIO,ACTIVE,09/19/2017 2:31:00,09/19/2017 2:30:00
17000078,WAL-PD,FIO,ACTIVE,09/19/2017 3:44:00,09/19/2017 3:43:00
17000084,WAL-PD,FIO,ACTIVE,10/12/2017 19:26:00,10/12/2017 19:24:00
17000090,WAL-PD,FIO,ACTIVE,10/30/2017 13:06:00,10/30/2017 11:47:00
17000097,WAL-PD,FIO,ACTIVE,11/18/2017 4:17:00,11/18/2017 4:17:00
17000100,WAL-PD,FIO,ACTIVE,12/31/2017 0:58:00,12/30/2017 1:07:00
17016301,WAL-PD,FIO,ACTIVE,05/06/2017 21:22:00,05/06/2017 20:37:00
18000001,WAL-PD,FIO,ACTIVE,01/09/2018 5:04:00,01/09/2018 5:03:00
18000006,WAL-PD,FIO,ACTIVE,02/13/2018 1:05:00,02/12/2018 1:04:00
18000007,WAL-PD,FIO,ACTIVE,02/13/2018 1:14:00,02/12/2018 1:14:00
18000016,WAL-PD,FIO,ACTIVE,02/26/2018 23:48:00,02/26/2018 23:48:00
18000024,WAL-PD,FIO,ACTIVE,03/10/2018 21:49:00,03/10/2018 21:48:00
18000025,WAL-PD,FIO,ACTIVE,03/11/2018 16:44:00,03/11/2018 16:44:00
18000028,WAL-PD,FIO,ACTIVE,03/19/2018 10:22:00,03/19/2018 10:20:00
18000029,WAL-PD,FIO,ACTIVE,03/19/2018 11:42:00,03/19/2018 11:41:00
18000033,WAL-PD,FIO,ACTIVE,03/30/2018 11:08:00,03/30/2018 11:07:00
18000034,WAL-PD,FIO,ACTIVE,3/31/2018 18:16:00,3/31/2018 18:15:00
18000041,WAL-PD,FIO,ACTIVE,4/10/2018 1:39:00,4/10/2018 0:30:00
18000042,WAL-PD,FIO,ACTIVE,4/11/2018 3:02:00,4/11/2018 3:02:00
18000046,WAL-PD,FIO,ACTIVE,04/21/2018 19:08:00,04/21/2018 19:07:00
18000047,WAL-PD,FIO,ACTIVE,4/22/2018 18:10:00,4/22/2018 18:09:00
18000053,WAL-PD,FIO,ACTIVE,5/5/2018 18:15:00,5/5/2018 17:20:00
18000069,WAL-PD,FIO,ACTIVE,6/29/2018 3:45:00,6/29/2018 3:45:00
18000074,WAL-PD,FIO,ACTIVE,7/13/2018 2:27:00,7/13/2018 2:27:00
18000077,WAL-PD,FIO,ACTIVE,07/23/2018 12:37:00,07/23/2018 12:36:00
18000079,WAL-PD,FIO,ACTIVE,07/25/2018 10:34:00,07/25/2018 10:32:00
18000087,WAL-PD,FIO,ACTIVE,08/06/2018 5:16:00,08/06/2018 5:16:00
18000096,WAL-PD,FIO,ACTIVE,08/30/2018 19:28:00,08/30/2018 19:27:00
18000097,WAL-PD,FIO,ACTIVE,08/30/2018 19:38:00,08/30/2018 19:38:00
18000098,WAL-PD,FIO,ACTIVE,09/04/2018 21:02:00,09/04/2018 21:01:00
18000099,WAL-PD,FIO,ACTIVE,09/24/2018 1:52:00,09/24/2018 2:09:00
18000101,WAL-PD,FIO,ACTIVE,09/25/2018 2:11:00,09/25/2018 2:11:00
18000110,WAL-PD,FIO,ACTIVE,11/14/2018 22:03:00,11/14/2018 22:03:00
18000112,WAL-PD,FIO,ACTIVE,12/18/2018 3:21:00,12/18/2018 3:20:00
19000004,WAL-PD,FIO,ACTIVE,01/04/2019 13:45:00,01/04/2019 11:48:00
19000014,WAL-PD,FIO,ACTIVE,02/11/2019 6:12:00,02/11/2019 6:13:00
19000018,WAL-PD,FIO,ACTIVE,02/24/2019 17:04:00,02/24/2019 17:02:00
19000029,WAL-PD,FIO,ACTIVE,03/30/2019 19:18:00,03/30/2019 19:17:00
19000030,WAL-PD,FIO,ACTIVE,03/30/2019 19:34:00,03/30/2019 19:34:00
19000032,WAL-PD,FIO,ACTIVE,03/31/2019 18:23:00,03/31/2019 18:23:00
19000034,WAL-PD,FIO,ACTIVE,04/19/2019 18:36:00,04/19/2019 18:33:00
19000040,WAL-PD,FIO,ACTIVE,05/01/2019 21:37:00,05/01/2019 21:37:00
19000043,WAL-PD,FIO,ACTIVE,05/11/2019 6:05:00,05/11/2019 6:04:00
19000045,WAL-PD,FIO,ACTIVE,05/14/2019 17:08:00,05/14/2019 17:07:00
19000046,WAL-PD,FIO,ACTIVE,05/28/2019 4:47:00,05/28/2019 4:46:00
19000049,WAL-PD,FIO,ACTIVE,06/05/2019 11:07:00,06/05/2019 11:05:00
19000050,WAL-PD,FIO,ACTIVE,06/05/2019 12:17:00,06/05/2019 12:16:00
19000052,WAL-PD,FIO,ACTIVE,06/08/2019 9:14:00,06/08/2019 9:13:00
19000053,WAL-PD,FIO,ACTIVE,06/25/2019 9:48:00,06/25/2019 9:09:00
19000061,WAL-PD,FIO,ACTIVE,07/11/2019 0:53:00,07/10/2019 23:30:00
19000068,WAL-PD,FIO,ACTIVE,07/24/2019 20:26:00,07/24/2019 20:25:00
19000077,WAL-PD,FIO,ACTIVE,08/04/2019 16:32:00,08/04/2019 16:31:00
19000097,WAL-PD,FIO,ACTIVE,08/17/2019 20:59:00,08/17/2019 20:59:00
19000098,WAL-PD,FIO,ACTIVE,09/01/2019 11:52:00,09/01/2019 11:51:00
19000099,WAL-PD,FIO,ACTIVE,09/01/2019 11:53:00,09/01/2019 11:53:00
19000102,WAL-PD,FIO,ACTIVE,09/05/2019 12:49:00,09/05/2019 12:48:00
19000103,WAL-PD,FIO,ACTIVE,9/9/2019 18:02:00,9/9/2019 18:01:00
19000105,WAL-PD,FIO,ACTIVE,9/14/2019 0:31:00,9/14/2019 0:30:00
19000115,WAL-PD,FIO,ACTIVE,10/05/2019 13:51:00,10/05/2019 13:50:00
19000116,WAL-PD,FIO,ACTIVE,10/05/2019 13:58:00,10/05/2019 13:58:00
19000118,WAL-PD,FIO,ACTIVE,10/12/2019 22:12:00,10/12/2019 22:11:00
19000119,WAL-PD,FIO,ACTIVE,10/19/2019 17:46:00,10/19/2019 17:45:00
19000120,WAL-PD,FIO,ACTIVE,10/21/2019 1:11:00,10/21/2019 1:10:00
19000125,WAL-PD,FIO,ACTIVE,11/06/2019 22:26:00,11/06/2019 22:26:00
2,WAL-PD,FIO,ACTIVE,03/29/2018 3:01:00,03/29/2018 3:01:00
20000007,WAL-PD,FIO,ACTIVE,01/30/2020 1:43:00,01/30/2020 1:43:00
20000013,WAL-PD,FIO,ACTIVE,02/20/2020 22:09:00,02/20/2020 22:08:00
20000015,WAL-PD,FIO,ACTIVE,02/24/2020 23:20:00,02/24/2020 23:20:00
20000019,WAL-PD,FIO,ACTIVE,03/09/2020 21:46:00,03/09/2020 21:46:00
20000022,WAL-PD,FIO,ACTIVE,03/12/2020 20:26:00,03/11/2020 20:26:00
20000023,WAL-PD,FIO,ACTIVE,03/12/2020 20:32:00,03/12/2020 20:32:00
20000024,WAL-PD,FIO,ACTIVE,03/14/2020 19:32:00,03/14/2020 19:31:00
20000025,WAL-PD,FIO,ACTIVE,03/15/2020 16:55:00,03/15/2020 16:54:00
20000033,WAL-PD,FIO,ACTIVE,06/02/2020 10:48:00,06/02/2020 10:48:00
20000037,WAL-PD,FIO,ACTIVE,06/26/2020 5:29:00,06/25/2020 5:47:00
20000039,WAL-PD,FIO,ACTIVE,08/01/2020 15:51:00,08/01/2020 15:51:00
20000041,WAL-PD,FIO,ACTIVE,08/21/2020 4:06:00,08/21/2020 4:05:00
20000042,WAL-PD,FIO,ACTIVE,09/06/2020 1:30:00,09/06/2020 1:29:00
20000046,WAL-PD,FIO,ACTIVE,10/24/2020 22:00:00,10/24/2020 21:59:00
20000049,WAL-PD,FIO,ACTIVE,11/10/2020 18:27:00,11/10/2020 18:27:00
20000050,WAL-PD,FIO,ACTIVE,11/11/2020 21:43:00,11/11/2020 21:42:00
21000004,WAL-PD,FIO,ACTIVE,03/27/2021 17:07:00,03/27/2021 16:56:00
21000016,WAL-PD,FIO,ACTIVE,07/07/2021 14:56:00,07/07/2021 14:55:00
21000019,WAL-PD,FIO,ACTIVE,08/09/2021 19:21:00,08/09/2021 19:21:00
21000022,WAL-PD,FIO,ACTIVE,09/27/2021 21:54:00,09/27/2021 21:53:00
