Year,ActivityDate,Method Received,Classification,Sub-Classification,CaseNumber,Location_Summary,Street Address,Location Detail,City,State,Type of location,OfficerId,Race,Ethnicity,Sex,Age
2017,3/12/17,Self-initiated,FIO,Possible Drug Activity,2017-0H2-001904,"1186 WORCESTER ROAD,  ECONO LODGE, FRAMINGHAM, MA
,",1186 WORCESTER ROAD,Econo Lodge,Framingham,MA,Private,3922,,,,117
2017,3/21/17,Telephone,FIO,Homeless Individual(s),2017-0F1-008580,"Rental Car Center (RCC), Consolidated Rental Car Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,3132,,,,
2017,3/23/17,Radio,FIO,Possible Drug Activity,2017-0D4-001245,"91 WASHINGTON STREET,  NIAKI BUILDING, TAUNTON, MA
,",91 WASHINGTON STREET,Niaki Medical Building,Taunton,MA,Medical ,3476,White,,Male,20
2017,3/24/17,In-person,FIO,Homeless Individual(s),2017-0H6-001787,"COLUMBIA ROAD & DORCHESTER AVENUE, BOSTON, MA
,",COLUMBIA ROAD & DORCHESTER AVENUE,,Boston,MA,Public,3188,,,Male,49
2017,3/29/17,Radio,FIO,,2017-0F1-009475,"BOSTON (Logan Airport): Zone 2 Terminal B (West)
Bldg# 29",BOSTON (Logan Airport): Zone 2 Terminal B (West),Logan Airport,Boston,MA,Transit,0963,,,,
2017,3/30/17,Self-initiated,FIO,,2017-0A5-002059,"REVERE BEACH BOULEVARD North, REVERE, MA
,",REVERE BEACH BOULEVARD North,,Revere,MA,Public,,,,Male,27
2017,3/30/17,Self-initiated,FIO,,2017-0A5-002063,"REVERE BEACH BOULEVARD North & REVERE STREET, REVERE, MA
,",REVERE BEACH BOULEVARD North & REVERE STREET,,Revere,MA,Public,4047,,,Male,20
2017,3/30/17,Self-initiated,FIO,,2017-0A5-002063,"REVERE BEACH BOULEVARD North & REVERE STREET, REVERE, MA
,",REVERE BEACH BOULEVARD North & REVERE STREET,,Revere,MA,Public,3837,,,Male,20
2017,3/30/17,Self-initiated,FIO,,2017-0A5-002063,"REVERE BEACH BOULEVARD North & REVERE STREET, REVERE, MA
,",REVERE BEACH BOULEVARD North & REVERE STREET,,Revere,MA,Public,3819,,,Male,20
2017,3/30/17,Internal memo,FIO,,2017-0A5-002073,"400 REVERE BEACH BOULEVARD, REVERE, MA
,",400 REVERE BEACH BOULEVARD,,Revere,MA,Public,3601,,,Male,55
2017,3/30/17,Internal memo,FIO,,2017-0A5-002073,"400 REVERE BEACH BOULEVARD, REVERE, MA
,",400 REVERE BEACH BOULEVARD,,Revere,MA,Public,3493,,,Male,55
2017,3/31/17,Radio,FIO,,2017-0A5-002097,"REVERE BEACH BOULEVARD,  KELL'S KREME, REVERE, MA
,",REVERE BEACH BOULEVARD,Kell's Kreme,Revere,MA,Private,4040,,,Male,37
2017,4/3/17,Self-initiated,FIO,Homeless Individual(s),2017-0A5-002170,"REVERE BEACH BOULEVARD South,  Pavillion 7, REVERE, MA
,",REVERE BEACH BOULEVARD South,Pavillion 7,Revere,MA,Public,,,,Male,46
2017,4/3/17,In-person,FIO,,2017-0A5-002179,"REVERE BEACH BOULEVARD & SHIRLEY AVENUE, REVERE, MA
,",REVERE BEACH BOULEVARD & SHIRLEY AVENUE,,Revere,MA,Public,3826,,,Male,47
2017,4/5/17,In-person,FIO,,2017-0A5-002235,"REVERE BEACH BOULEVARD,  KELLY'S ROAST BEEF, REVERE, MA
,",REVERE BEACH BOULEVARD,Kelly's Roast Beef,Revere,MA,Private,4040,,,Male,38
2017,4/9/17,Code-22,FIO,,2017-0H6-002145,"RT 93, Exit 11, MILTON, MA
,",RT 93,,Milton,MA,Public,3255,,,Male,71
2017,4/10/17,Telephone,FIO,Homeless Individual(s),2017-0F1-011107,"Rental Car Center (RCC), Consolidated Rental Car Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,0995,,,,
2017,4/10/17,Telephone,FIO,Homeless Individual(s),2017-0F1-011107,"Rental Car Center (RCC), Consolidated Rental Car Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,1571,,,,
2017,4/10/17,Telephone,FIO,Homeless Individual(s),2017-0H6-002183,"RT 93, Exit 8, QUINCY, MA
,",RT 93,,Quincy,MA,Public,3315,,,,
2017,4/11/17,Radio,FIO,Homeless Individual(s),2017-0F1-011241,"Rental Car Center (RCC), Consolidated Rental Car
Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,0963,White,IRISH,Male,65
2017,4/11/17,Radio,FIO,Homeless Individual(s),2017-0F1-011241,"Rental Car Center (RCC), Consolidated Rental Car
Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,3287,White,IRISH,Male,65
2017,4/16/17,Telephone,FIO,Homeless Individual(s),2017-0F1-011893,"Rental Car Center (RCC), Consolidated Rental Car
Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,3169,,,,
2017,4/17/17,Radio,FIO,Homeless Individual(s),2017-0E4-003493,"MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD, BOSTON, MA
,",MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD,,Boston,MA,Public,3879,,,,
2017,4/17/17,Radio,FIO,Homeless Individual(s),2017-0E4-003493,"MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD, BOSTON, MA
,",MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD,,Boston,MA,Public,3050,,,,
2017,4/17/17,Radio,FIO,Homeless Individual(s),2017-0E4-003493,"MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD, BOSTON, MA
,",MASSACHUSETTS AVENUE & MELNEA CASS BOULEVARD,,Boston,MA,Public,1667,,,,
2017,4/17/17,Self-initiated,FIO,Homeless Individual(s),2017-0H7-001893,"WEST STREET,  RANDOLPH COMMUNITY DOG PARK PARKING LOT, RANDOLPH, MA
,",WEST STREET,Randolph Community Dog Park,Randolph,MA,Public,3541,Black,,Male,31
2017,4/17/17,Self-initiated,FIO,Homeless Individual(s),2017-0H7-001893,"WEST STREET,  RANDOLPH COMMUNITY DOG PARK PARKING LOT, RANDOLPH, MA
,",WEST STREET,Randolph Community Dog Park,Randolph,MA,Public,3541,,,,67
2017,4/22/17,Radio,FIO,,2017-0A5-002680,"400 REVERE BEACH BOULEVARD, REVERE, MA
,",400 REVERE BEACH BOULEVARD,,Revere,MA,Public,3601,Hispanic,,Male,36
2017,4/24/17,Code-22,FIO,,2017-0H6-002501,"CADDY PARK, QUINCY, MA
,",CADDY PARK,CADDY PARK,Quincy,MA,Public,3344,,,Male,49
2017,4/24/17,Code-22,FIO,,2017-0H6-002501,"CADDY PARK, QUINCY, MA
,",CADDY PARK,CADDY PARK,Quincy,MA,Public,3344,,,,47
2017,4/24/17,Code-22,FIO,Possible Drug Activity,2017-0H4-001913,"SWC @ Greenwich Pk, BOSTON, MA
,",SWC @ Greenwich Pk,SWC @ Greenwich Pk,Boston,MA,Public,1221,,,,
2017,4/26/17,In-person,FIO,Homeless Individual(s),2017-0F1-013225,BOSTON (Seaport): Tony C's Restaurant,BOSTON (Seaport): Tony C's Restaurant,Tony C's Restaurant,Boston,MA,Private,,,,,
2017,4/27/17,Radio,FIO,Possible Drug Activity,2017-0D4-001687,"BAY STREET,  SMITTYS PUB, TAUNTON, MA
,",BAY STREET,Smitty's Pub,Taunton,MA,Private,3476,Hispanic,,Male,35
2017,4/27/17,Radio,FIO,Possible Drug Activity,2017-0D4-001687,"BAY STREET,  SMITTYS PUB, TAUNTON, MA
,",BAY STREET,Smitty's Pub,Taunton,MA,Private,3476,,,,117
2017,4/28/17,Radio,FIO,,2017-0F1-013474,"BOSTON (Seaport): Boston Fish Pier 212 Northern
Avenue",BOSTON (Seaport): Boston Fish Pier 212 Northern,Boston Fish Pier,Boston,MA,Public,1829,,,,
2017,4/28/17,Radio,FIO,,2017-0F1-013474,"BOSTON (Seaport): Boston Fish Pier 212 Northern
Avenue",BOSTON (Seaport): Boston Fish Pier 212 Northern,Boston Fish Pier,Boston,MA,Public,3434,,,,
2017,4/30/17,Code-22,FIO,Homeless Individual(s),2017-0H3-002795,"RT 95 North,  Mansfield rest, MANSFIELD, MA
,",RT 95 North,Rest Area,Mansfield,MA,Public,3674,White,,Male,53
2017,5/1/17,Self-initiated,FIO,,2017-0H3-002819,"RT 95 South, Exit 5, NORTH ATTLEBOROUGH, MA
,",RT 95 South,,North Attleborough,MA,Public,3674,,,Male,20
2017,5/1/17,Self-initiated,FIO,,2017-0H3-002819,"RT 95 South, Exit 5, NORTH ATTLEBOROUGH, MA
,",RT 95 South,,North Attleborough,MA,Public,3674,,,Male,20
2017,5/1/17,Self-initiated,FIO,,2017-0H3-002819,"RT 95 South, Exit 5, NORTH ATTLEBOROUGH, MA
,",RT 95 South,,North Attleborough,MA,Public,3674,,,Female,66
2017,5/1/17,Telephone,FIO,Possible Drug Activity,2017-0H6-002652,"85 EAST NEWTON STREET,  SOLOMON CARTER MENTAL HEALTH, BOSTON, MA
,",85 EAST NEWTON STREET,Solomon Carter Mental Health,Boston,MA,Medical ,3863,,,,
2017,5/4/17,Code-22,FIO,Possible Drug Activity,2017-0E1-003193,"RT 90 West, West of Exit IC#17, NEWTON, MA
,",RT 90 West,,Newton,MA,Public,,,,,53
2017,5/6/17,Self-initiated,FIO,Homeless Individual(s),2017-0H5-003386,"ALEWIFE BROOK PARKWAY & RINDGE AVENUE, CAMBRIDGE, MA
,",ALEWIFE BROOK PARKWAY & RINDGE AVENUE,,Cambridge,MA,Public,3250,Hispanic,,Female,30
2017,5/6/17,Self-initiated,FIO,,2017-0H4-002149,"100 NORTHAMPTON STREET, BOSTON, MA
,",100 NORTHAMPTON STREET,,Boston,MA,Residence,3094,Hispanic,,Male,16
2017,5/6/17,Self-initiated,FIO,,2017-0H4-002149,"100 NORTHAMPTON STREET, BOSTON, MA
,",100 NORTHAMPTON STREET,,Boston,MA,Residence,3094,Hispanic,,Male,16
2017,5/6/17,Radio,FIO,,2017-0H4-002145,"HARRISON AVENUE, BOSTON, MA
,",HARRISON AVENUE,,Boston,MA,Public,3094,,,,
2017,5/8/17,Telephone,FIO,Homeless Individual(s),2017-0H5-003414,"330 RIVER STREET, WALTHAM, MA
,",330 RIVER STREET,Connors Memorial Swimming Pool,Waltham,MA,Public,3202,,,Male,22
2017,5/8/17,Telephone,FIO,Homeless Individual(s),2017-0H5-003414,"330 RIVER STREET, WALTHAM, MA
,",330 RIVER STREET,Connors Memorial Swimming Pool,Waltham,MA,Public,3202,,,Male,25
2017,5/8/17,Telephone,FIO,Homeless Individual(s),2017-0H5-003414,"330 RIVER STREET, WALTHAM, MA
,",330 RIVER STREET,Connors Memorial Swimming Pool,Waltham,MA,Public,3202,,,Male,29
2017,5/16/17,Telephone,FIO,Possible Drug Activity,2017-0C5-001767,"C-1 SP ATHOL, ATHOL, MA
,",,C-1 SP ATHOL,Athol,MA,Law Enforcement/Government,3880,,,,
2017,5/17/17,Radio,FIO,,2017-0H5-003738,"130 RIVER STREET,  Riverwalk, WALTHAM, MA
,",130 RIVER STREET,Riverwalk Bike Path,Waltham,MA,Public,3150,White,WHITE,Male,51
2017,5/18/17,Telephone,FIO,Homeless Individual(s),2017-0B4-002044,"RIVER ROAD,  Windsor Jams, WINDSOR, MA
,",RIVER ROAD,Windsor Jambs,Windsor,MA,Public,3934,,,,
2017,5/18/17,Telephone,FIO,Homeless Individual(s),2017-0B4-002044,"RIVER ROAD,  Windsor Jams, WINDSOR, MA
,",RIVER ROAD,Windsor Jambs,Windsor,MA,Public,3877,,,,
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3438,White,WHITE,Female,18
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3438,White,WHITE,Male,19
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,0660,White,WHITE,Male,19
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3591,White,WHITE,Male,19
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,0660,White,WHITE,Female,18
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3591,White,WHITE,Female,18
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3438,,"AFRICAN
AMERICAN",Male,22
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,3591,,"AFRICAN
AMERICAN",Male,22
2017,5/18/17,In-person,FIO,Possible Drug Activity,2017-0D4-002067,"EAST STREET & KAME STREET, BROCKTON, MA
,",EAST STREET & KAME STREET,,Brockton,MA,Public,0660,,AFRICAN AMERICAN,Male,22
2017,5/20/17,Telephone,FIO,Homeless Individual(s),2017-0F1-016389,BOSTON (Logan Airport): Zone 5 Terminal E Bldg# 19,BOSTON (Logan Airport): Zone 5 Terminal E Bldg# 19,Logan Airport,Boston,MA,Transit,2851,,,,
2017,5/20/17,Radio,FIO,Possible Drug Activity,2017-0D4-002103,"MONTELLO STREET & CRESCENT STREET, BROCKTON, MA
,",MONTELLO STREET & CRESCENT STREET,,Brockton,MA,Public,3728,Black,AFRICAN,Male,42
2017,5/20/17,Radio,FIO,Possible Drug Activity,2017-0D4-002103,"MONTELLO STREET & CRESCENT STREET, BROCKTON, MA
,",MONTELLO STREET & CRESCENT STREET,,Brockton,MA,Public,3591,,,,55
2017,5/20/17,Radio,FIO,Possible Drug Activity,2017-0D4-002103,"MONTELLO STREET & CRESCENT STREET, BROCKTON, MA
,",MONTELLO STREET & CRESCENT STREET,,Brockton,MA,Public,3728,,,,55
2017,5/20/17,Radio,FIO,Possible Drug Activity,2017-0D4-002103,"MONTELLO STREET & CRESCENT STREET, BROCKTON, MA
,",MONTELLO STREET & CRESCENT STREET,,Brockton,MA,Public,3591,Black,AFRICAN,Male,42
2017,5/21/17,Telephone,FIO,Homeless Individual(s),2017-0F1-016448,"Rental Car Center (RCC), Consolidated Rental Car Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,3132,,,,
2017,5/23/17,Radio,FIO,Homeless Individual(s),2017-0E4-004729,"MASS AVE CONNECTOR, BOSTON, MA
,",MASS AVE CONNECTOR,,Boston,MA,Public,2386,,,,
2017,5/23/17,In-person,FIO,Possible Drug Activity,2017-0A5-003467,"WASHINGTON AVENUE & CARTER STREET, CHELSEA, MA
,",WASHINGTON AVENUE & CARTER STREET,,Chelsea,MA,Public,3184,Hispanic,UNKNOWN,Male,32
2017,5/23/17,In-person,FIO,Possible Drug Activity,2017-0A5-003467,"WASHINGTON AVENUE & CARTER STREET, CHELSEA, MA
,",WASHINGTON AVENUE & CARTER STREET,,Chelsea,MA,Public,3184,Hispanic,PUERTO RICAN,Male,49
2017,5/23/17,In-person,FIO,Possible Drug Activity,2017-0A5-003467,"WASHINGTON AVENUE & CARTER STREET, CHELSEA, MA
,",WASHINGTON AVENUE & CARTER STREET,,Chelsea,MA,Public,2551,Hispanic,UNKNOWN,Male,32
2017,5/23/17,In-person,FIO,Possible Drug Activity,2017-0A5-003467,"WASHINGTON AVENUE & CARTER STREET, CHELSEA, MA
,",WASHINGTON AVENUE & CARTER STREET,,Chelsea,MA,Public,2551,Hispanic,PUERTO RICAN,Male,49
2017,5/24/17,,FIO,Possible Drug Activity,2017-0F1-016899,,,,,,Unknown,0865,Black,"AFRICAN
AMERICAN",Male,59
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,58
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,48
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,45
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,58
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,48
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,41
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,58
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,45
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,45
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,54
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,58
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,48
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,45
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,48
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,41
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3323,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3637,White,,Male,47
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,2117,White,,Male,41
2017,5/27/17,Self-initiated,FIO,,2017-0H5-004048,"NORTH HARVARD STREET,  at (JFK) Larz Anderson Bridge, BOSTON, MA
,",NORTH HARVARD STREET,Larz Anderson Bridge,Boston,MA,Public,3511,White,,Male,41
2017,5/27/17,In-person,FIO,Homeless Individual(s),2017-0A4-003991,"MCGRATH HIGHWAY & MYSTIC AVENUE, SOMERVILLE, MA
,",MCGRATH HIGHWAY & MYSTIC AVENUE,,Somerville,MA,Public,3823,White,,Male,40
2017,5/27/17,In-person,FIO,Homeless Individual(s),2017-0A4-003991,"MCGRATH HIGHWAY & MYSTIC AVENUE, SOMERVILLE, MA
,",MCGRATH HIGHWAY & MYSTIC AVENUE,,Somerville,MA,Public,3661,White,,Male,40
2017,5/31/17,Radio,FIO,Homeless Individual(s),2017-0E4-004979,"FRONTAGE ROAD North & MASSACHUSETTS AVENUE CONNECTOR, BOSTON, MA
,",FRONTAGE ROAD North & MASSACHUSETTS AVENUE CONNECTOR,,Boston,MA,Public,0532,,,,
2017,5/31/17,Radio,FIO,Homeless Individual(s),2017-0H4-002684,"STORROW DRIVE,  Bowker Underpass, BOSTON, MA
,",STORROW DRIVE,Bowker Overpass,Boston,MA,Public,3065,,,,
2017,6/3/17,In-person,FIO,Homeless Individual(s),2017-0H6-003448,"COLUMBIA ROAD & DORCHESTER AVENUE, BOSTON, MA
,",COLUMBIA ROAD & DORCHESTER AVENUE,,Boston,MA,Public,3188,,,Male,40
2017,6/3/17,In-person,FIO,Homeless Individual(s),2017-0H6-003466,"WILLIAM DAY BOULEVARD,  OLD SNACK SHACK, BOSTON, MA
,",WILLIAM DAY BOULEVARD,Old Snack Shack,Boston,MA,Public,,,,Male,48
2017,6/3/17,In-person,FIO,Homeless Individual(s),2017-0H6-003466,"WILLIAM DAY BOULEVARD,  OLD SNACK SHACK, BOSTON, MA
,",WILLIAM DAY BOULEVARD,Old Snack Shack,Boston,MA,Public,,,,Female,59
2017,6/3/17,In-person,FIO,Homeless Individual(s),2017-0H6-003466,"WILLIAM DAY BOULEVARD,  OLD SNACK SHACK, BOSTON, MA
,",WILLIAM DAY BOULEVARD,Old Snack Shack,Boston,MA,Public,,,,Male,47
2017,6/3/17,In-person,FIO,Homeless Individual(s),2017-0H6-003466,"WILLIAM DAY BOULEVARD,  OLD SNACK SHACK, BOSTON, MA
,",WILLIAM DAY BOULEVARD,Old Snack Shack,Boston,MA,Public,,,,Male,57
2017,6/5/17,In-person,FIO,Possible Drug Activity,2017-0A2-003357,"RT 495 South, 0.50 North of Exit 52, HAVERHILL, MA
,",RT 495 South,,Haverhill,MA,Public,3959,,,,
2017,6/5/17,Radio,FIO,Homeless Individual(s),2017-0F1-018478,"BOSTON (Logan Airport): Central Parking Garage
Bldg# 30 0",BOSTON (Logan Airport): Central Parking Garage,Logan Airport,Boston,MA,Transit,3363,,,,
2017,6/6/17,Code-22,FIO,Possible Terrorist Activity,2017-0C5-002022,"MASHAPAUG ROAD, STURBRIDGE, MA
,",MASHAPAUG ROAD,,Sturbridge,MA,Public,,,,,
2017,6/7/17,Telephone,FIO,Homeless Individual(s),2017-0F1-018807,BOSTON (Logan Airport): Central Parking Garage Bldg# 30 0,BOSTON (Logan Airport): Central Parking Garage Bldg# 30 0,Logan Airport,Boston,MA,Transit,2662,,,,
2017,6/9/17,In-person,FIO,Possible Terrorist Activity,2017-0H1-002170,"Hurley Building, 19 Staniford Street, Unemployment Division, BOSTON, MA
,",19 Staniford Street,Hurley Building Unemployment Division,Boston,MA,Private,3297,,,,
2017,6/12/17,Telephone,FIO,Homeless Individual(s),2017-0F1-019460,"Rental Car Center (RCC), Consolidated Rental Car
Facility CONRAC",Rental Car Center (RCC),Consolidated Rental Car,Boston,MA,Transit,3431,,,,
2017,6/13/17,Telephone,FIO,,2017-0H4-002994,"ESPLANADE, BOSTON, MA
,",,ESPLANADE,Boston,MA,Public,1954,Unknown,,Male,21
