interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
18-2102-FI,18-234905,11/05/2018,2038.0,11/05/2018,2038.0,Officer Luke Cournoyer,Sergeant Eric Podgurski,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,EARL ST @ ORANGE ST,SPRINGFIELD MA,1   Suspicious Vehicle/GANG MEMBER,11/05/2018 @ 2114,11/05/2018 @ 2132,11/05/2018 @ 2136
18-2103-FI,18-235577,11/06/2018,1836.0,11/06/2018,1836.0,Sergeant Daniel Johnson,Officer Colin Cochrane,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,11/06/2018 @ 2137,11/06/2018 @ 2154,11/06/2018 @ 2232
18-2104-FI,18-236096,11/07/2018,1234.0,11/07/2018,1234.0,Officer Daniel Billingsley,Officer Chad Joseph,Commercial/Office Building,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,11/07/2018 @ 1300,11/07/2018 @ 1317,11/07/2018 @ 1408
18-2105-FI,18-236108,11/07/2018,1254.0,11/07/2018,1254.0,Officer Brianna Degray,Officer Julio Vazquez,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information,11/07/2018 @ 1334,11/07/2018 @ 1341,11/07/2018 @ 1409
18-2106-FI,18-236266,11/07/2018,1659.0,11/07/2018,1659.0,Officer Gregory Vatrano,Officer Dads Dominque,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,,,
18-2107-FI,18-236339,11/07/2018,1820.0,11/07/2018,1820.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Other/Unknown,Sector E1 Metro/South End,TOWERS CONVENIENCE MART,SPRINGFIELD MA,1   Drug Activity,11/07/2018 @ 1834,11/07/2018 @ 1903,11/07/2018 @ 1953
18-2108-FI,18-236344,11/07/2018,1833.0,11/07/2018,1833.0,Officer Anthony Sowers,Officer Maciej Jasinski,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,TEMPLE ST @ SCHOOL ST,SPRINGFIELD MA,1   Suspicious Activity,11/07/2018 @ 1840,11/07/2018 @ 1849,11/07/2018 @ 1950
18-2109-FI,18-236595,11/08/2018,125.0,11/08/2018,125.0,,,,,,,,,,
18-2110-FI,18-236965,11/08/2018,1236.0,11/08/2018,1236.0,Officer Chad Joseph,Officer Daniel Billingsley,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,11/08/2018 @ 1250,11/08/2018 @ 1301,11/08/2018 @ 1604
18-2111-FI,18-237156,11/08/2018,1700.0,11/08/2018,1700.0,Officer Eddie Sierra,Sergeant Jacob Werbicki,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ TEMPLE ST,,1   Suspected Prostitution,11/08/2018 @ 1705,11/08/2018 @ 1723,11/08/2018 @ 1841
18-2112-FI,18-237211,11/08/2018,1751.0,11/08/2018,1751.0,Officer Juan Taveras,Officer Donnievan Figueroa,Parking Lot/Garage,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,11/08/2018 @ 1800,11/08/2018 @ 2058,11/08/2018 @ 2104
18-2113-FI,18-237220,11/08/2018,1801.0,11/08/2018,1801.0,Sergeant Devon Williams,Officer John Ruyffelaert,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ PLEASANT ST,SPRINGFIELD MA,1   Gang Activity/ EASTERN AVE.,11/08/2018 @ 1825,11/08/2018 @ 1849,11/08/2018 @ 2158
18-2114-FI,18-237269,11/08/2018,1847.0,11/08/2018,1847.0,Officer Gregory Vatrano,,Highway/Road/Alley/Street,Sector H1 Forest Park,MARYLAND ST @ TRAFTON RD,SPRINGFIELD MA,1   Suspicious Vehicle,,,
18-2115-FI,18-237332,11/08/2018,1957.0,11/08/2018,1957.0,Officer Charles Scheehser,,Highway/Road/Alley/Street,Sector E1 Metro/South End,DWIGHT ST @ HARRISON AVE,SPRINGFIELD MA,1   Police Information KNOX ST POSSE,11/08/2018 @ 2006,11/08/2018 @ 2019,11/08/2018 @ 2157
18-2116-FI,18-237341,11/08/2018,2007.0,11/08/2018,2007.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,WORTHINGTON ST @ FEDERAL CT,SPRINGFIELD MA,1   Gang Activity,11/08/2018 @ 2012,11/08/2018 @ 2015,11/08/2018 @ 2023
18-2117-FI,18-237677,11/09/2018,1029.0,11/09/2018,1029.0,Officer Daniel Billingsley,STATE POLICE TROOPER STATE POLICE STATE POLICE,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,11/09/2018 @ 1048,11/09/2018 @ 1053,11/09/2018 @ 1120
18-2118-FI,18-237922,11/09/2018,1642.0,11/09/2018,1642.0,Officer Charles Scheehser,Officer Igor Basovskiy,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,EDGEWOOD ST @ ACORN ST,SPRINGFIELD MA,1   Police Information (BRISTOL ST POSSE),11/09/2018 @ 1707,11/09/2018 @ 1929,11/14/2018 @ 1954
18-2119-FI,18-237951,11/09/2018,1708.0,11/09/2018,1708.0,Officer Donnievan Figueroa,Officer Marcos Hernandez,Liquor Store,Sector A N. End/Memorial,CHRISTOPHERS,SPRINGFIELD MA,1   Suspicious Activity,11/09/2018 @ 1715,11/09/2018 @ 1737,11/09/2018 @ 1813
18-2120-FI,18-237976,11/09/2018,1759.0,11/09/2018,1759.0,Officer Gregory Vatrano,Officer Colin Cochrane,Highway/Road/Alley/Street,Sector H3 Forest Park/EFP,,SPRINGFIELD MA,1   Suspicious Vehicle,11/09/2018 @ 1803,11/09/2018 @ 1833,11/09/2018 @ 2119
18-2121-FI,18-238200,11/09/2018,2230.0,11/09/2018,2230.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,11/09/2018 @ 2233,11/09/2018 @ 2237,11/09/2018 @ 2308
18-2122-FI,18-238480,11/10/2018,1127.0,11/10/2018,1127.0,Officer Manuel Ayala,,Other/Unknown,Sector A N. End/Memorial,CURTIS UNIVERSAL JOINT CO,SPRINGFIELD MA,1   Directed Patrol,11/10/2018 @ 1137,11/10/2018 @ 1200,11/10/2018 @ 1300
18-2123-FI,18-238555,11/10/2018,1403.0,11/10/2018,1403.0,Officer Brianna Degray,Sergeant Dennis Hackett,Highway/Road/Alley/Street,Sector H1 Forest Park,AT THE INTERSECTION OF,"LONGHILL ST @ SPRUCELAND AVE
     SPRINGFIELD MA",1   Suspicious Person,,,
18-2124-FI,18-238653,11/10/2018,1656.0,11/10/2018,1656.0,Officer Gregory Vatrano,,Liquor Store,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person / LOITERING,11/10/2018 @ 1702,11/10/2018 @ 1717,11/10/2018 @ 1729
18-2125-FI,18-238728,11/06/2018,2050.0,11/06/2018,2100.0,Officer Colin Cochrane,Sergeant Daniel Johnson,Grocery/Supermarket,Sector H1 Forest Park,GARCIA MINI MART,SPRINGFIELD MA,1   Drug Activity,11/10/2018 @ 1832,11/10/2018 @ 1847,11/10/2018 @ 1857
18-2126-FI,18-238720,11/10/2018,1818.0,11/10/2018,1818.0,Officer Charles Scheehser,Officer John Ruyffelaert,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,STATE ST @ DEARBORN ST,SPRINGFIELD MA,1   Gang Activity/BRISTOL/SYCAMORE GANG,11/10/2018 @ 2243,11/10/2018 @ 2243,11/14/2018 @ 1953
18-2127-FI,18-238770,11/10/2018,1910.0,11/10/2018,1910.0,Officer Ali Soffan,Lieutenant Ronald Sheehan,Residence/Home/Apt./Condo,Sector F2 Old&Upper Hill,CREST ST @ ROOSEVELT AVE,SPRINGFIELD MA,1   Police Information,11/10/2018 @ 2005,11/10/2018 @ 2124,11/10/2018 @ 2137
18-2128-FI,18-238791,11/10/2018,1932.0,11/10/2018,1932.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Parking Lot/Garage,Sector E2 Metro/6Corners,ACROSS,SPRINGFIELD MA,1   Drug Activity,11/10/2018 @ 2048,11/10/2018 @ 2059,11/10/2018 @ 2122
18-2129-FI,18-238854,11/10/2018,2050.0,11/10/2018,2050.0,Officer Colin Cochrane,Sergeant Daniel Johnson,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,11/10/2018 @ 2102,11/10/2018 @ 2111,11/10/2018 @ 2136
18-2130-FI,18-238867,11/10/2018,2104.0,11/10/2018,2104.0,Officer Maciej Jasinski,Officer Anthony Sowers,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Police Information,11/10/2018 @ 2220,11/10/2018 @ 2229,11/10/2018 @ 2234
18-2131-FI,18-238902,11/10/2018,2150.0,11/10/2018,2150.0,Officer Maciej Jasinski,Officer Anthony Sowers,Abandoned/Condemned Structu,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Gang Activity,11/10/2018 @ 2155,11/10/2018 @ 2216,11/10/2018 @ 2235
18-2132-FI,18-239178,11/11/2018,902.0,11/11/2018,902.0,Officer Chad Joseph,,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information-PSYCH,11/11/2018 @ 1038,11/11/2018 @ 1051,11/11/2018 @ 1112
18-2133-FI,18-239264,11/11/2018,1215.0,11/11/2018,1215.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,BELMONT AVE @ LITCHFIELD ST,SPRINGFIELD MA,1   Supected Prostitution,11/11/2018 @ 1220,11/11/2018 @ 1229,11/11/2018 @ 1438
18-2134-FI,18-239483,11/11/2018,1819.0,11/11/2018,1819.0,Officer Cameron Servantez,Officer Igor Basovskiy,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,MAPLEDELL ST @ STATE ST,SPRINGFIELD MA,1   Gang Activity/Orchard Street Bouriquas,11/11/2018 @ 1911,11/11/2018 @ 2103,11/11/2018 @ 2125
18-2135-FI,18-239577,11/11/2018,2029.0,11/11/2018,2029.0,Officer Dads Dominque,Sergeant Daniel Johnson,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Gang Activity,11/11/2018 @ 2053,11/11/2018 @ 2121,11/11/2018 @ 2127
18-2136-FI,18-239594,11/11/2018,2047.0,11/11/2018,2047.0,Officer Marcos Hernandez,,Service/Gas Station,Sector A N. End/Memorial,PRIDE GAS STATION,SPRINGFIELD MA,1   Suspicious Vehicle,11/11/2018 @ 2108,11/11/2018 @ 2243,11/11/2018 @ 2248
18-2137-FI,18-239628,11/11/2018,2141.0,11/11/2018,2141.0,Officer David Ninh,Officer Colin Cochrane,Commercial/Office Building,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,11/11/2018 @ 2143,11/11/2018 @ 2150,11/11/2018 @ 2207
18-2138-FI,18-240037,11/12/2018,1403.0,11/12/2018,1403.0,Officer Chad Joseph,,Residence/Home/Apt./Condo,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   Suspicious Activity,,,
18-2139-FI,18-240322,11/12/2018,2059.0,11/12/2018,2059.0,Officer Kristopher Carr,Officer Igor Basovskiy,Department/Discount Store,Sector F1 McKnight/Bay,AUTO ZONE,SPRINGFIELD MA,1   Police Information,11/12/2018 @ 2109,11/12/2018 @ 2138,05/15/2019 @ 1547
18-2140-FI,18-240734,11/13/2018,1225.0,11/13/2018,1225.0,Officer Julio DeJesus,Officer Joel-Bernard Stern,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity/TRESPASS,11/13/2018 @ 1253,11/13/2018 @ 1307,11/13/2018 @ 1319
18-2141-FI,18-240947,11/13/2018,1836.0,11/13/2018,1836.0,Officer Gregory Vatrano,,Highway/Road/Alley/Street,Sector H1 Forest Park,BELMONT AVE @ MOUNTAINVIEW ST,SPRINGFIELD MA,1   Police Information,11/13/2018 @ 1958,11/13/2018 @ 2037,11/13/2018 @ 2046
18-2142-FI,18-241056,11/13/2018,2057.0,11/13/2018,2057.0,Officer David Ninh,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,11/13/2018 @ 2102,11/13/2018 @ 2116,11/13/2018 @ 2131
18-2143-FI,18-241118,11/13/2018,2240.0,11/13/2018,2240.0,Sergeant Devon Williams,Officer Samantha Jones,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Drug Activity,11/14/2018 @ 1907,11/14/2018 @ 1949,11/14/2018 @ 1952
18-2144-FI,18-241376,11/14/2018,930.0,11/14/2018,930.0,Officer Jose Silva,,Residence/Home/Apt./Condo,Sector A N. End/Memorial,REAR,SPRINGFIELD MA,1   Police Information,11/14/2018 @ 0940,11/14/2018 @ 0957,11/14/2018 @ 1138
18-2145-FI,18-241495,11/14/2018,1158.0,11/14/2018,1158.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,GARFIELD ST @ GREENLEAF ST,SPRINGFIELD MA,1   Suspicious Vehicle,11/14/2018 @ 1205,11/14/2018 @ 1215,11/14/2018 @ 1400
18-2146-FI,18-241630,11/12/2018,1800.0,11/12/2018,1800.0,Officer Christopher Bates,,,,,,,,,
18-2147-FI,18-241846,11/14/2018,2010.0,11/14/2018,2010.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Parking Lot/Garage,Sector E2 Metro/6Corners,TEMPLE ST @ SCHOOL ST,SPRINGFIELD MA,1   Suspicious Activity,11/14/2018 @ 2022,11/14/2018 @ 2034,11/14/2018 @ 2111
18-2148-FI,18-241881,11/14/2018,2015.0,11/14/2018,2015.0,Officer Edwin Hernandez,Sergeant Christopher Hitas,Other/Unknown,Sector F1 McKnight/Bay,FAMILY DOLLAR,SPRINGFIELD MA,1   Drug Activity,11/14/2018 @ 2102,11/14/2018 @ 2147,11/14/2018 @ 2321
18-2149-FI,18-242135,11/15/2018,804.0,11/15/2018,804.0,Officer Jose Silva,,Bank/Savings and Loan,Sector A N. End/Memorial,BANK AMERCA ATM,SPRINGFIELD MA,1   Suspicious Person,11/15/2018 @ 0849,11/15/2018 @ 0907,12/23/2018 @ 0905
18-2150-FI,18-242497,11/15/2018,1715.0,11/15/2018,1715.0,Officer Juan Taveras,Officer Marcos Hernandez,Parking Lot/Garage,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,11/15/2018 @ 1721,11/15/2018 @ 1744,12/23/2018 @ 0901
18-2151-FI,18-242521,11/15/2018,1736.0,11/15/2018,1736.0,Officer Gregory Vatrano,Officer Colin Cochrane,Service/Gas Station,Sector E1 Metro/South End,SUNOCO GAS STATION,SPRINGFIELD MA,1   Suspicious Person / LOITERING,,,
18-2152-FI,18-242594,11/15/2018,1856.0,11/15/2018,1856.0,Officer Jose Silva,,,,,,,,,
18-2153-FI,18-242594,11/15/2018,1856.0,11/15/2018,1856.0,Officer Jose Silva,Captain Robert Tardiff,,,,,,,,
18-2154-FI,18-243126,11/16/2018,1235.0,11/16/2018,1235.0,,,,,,,,,,
18-2155-FI,18-243126,11/16/2018,1235.0,11/16/2018,1235.0,Officer Luke Cournoyer,Officer Robert Carter,Highway/Road/Alley/Street,Sector H3 Forest Park/EFP,NEAR THE INTERSECTION OF,"WHITE ST @ STANDISH ST
     SPRINGFIELD MA",1   Police Information/TRAFFIC STOP,11/16/2018 @ 1412,11/16/2018 @ 1512,11/16/2018 @ 1625
18-2156-FI,18-243289,11/16/2018,1757.0,11/16/2018,1757.0,Officer Colin Cochrane,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,11/16/2018 @ 1759,11/16/2018 @ 1817,11/16/2018 @ 1825
18-2157-FI,18-243487,11/16/2018,2156.0,11/16/2018,2156.0,Officer Juan Taveras,Officer Donnievan Figueroa,Service/Gas Station,Sector A N. End/Memorial,J & J MOBIL SERVICE,SPRINGFIELD MA,1   Suspicious Person,11/16/2018 @ 2217,11/16/2018 @ 2239,11/16/2018 @ 2249
18-2158-FI,18-243496,11/16/2018,2206.0,11/16/2018,2206.0,Officer Kelley Diederich,Lieutenant Ronald Sheehan,Highway/Road/Alley/Street,Sector G1 P.P./Boston Rd.,ACROSS FROM,SPRINGFIELD MA,1   Suspicious Vehicle,,,
18-2159-FI,18-243614,11/17/2018,313.0,11/17/2018,313.0,Officer Seth Barker,Officer Joseph Levesque,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Police Information,11/17/2018 @ 0553,11/17/2018 @ 0729,11/17/2018 @ 0954
18-2160-FI,18-243725,11/17/2018,1006.0,11/17/2018,1006.0,Officer Manuel Ayala,,Restaurant/Cafeteria,Sector A N. End/Memorial,TACO BELL,SPRINGFIELD MA,1   Suspicious Person/LOITERING,11/17/2018 @ 1038,11/17/2018 @ 1105,11/17/2018 @ 1540
18-2161-FI,18-243796,11/17/2018,1200.0,11/17/2018,1200.0,Officer Ali Soffan,Officer Armenio Garcia,Highway/Road/Alley/Street,Sector E1 Metro/South End,WORTHINGTON ST @ MAIN ST,SPRINGFIELD MA,1   Drug Activity SUSPECTED,,,
18-2162-FI,18-243900,11/17/2018,1300.0,11/17/2018,1500.0,Officer Carla Daniele,Officer Ali Soffan,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Police Information,11/17/2018 @ 1551,11/17/2018 @ 1633,11/17/2018 @ 1737
18-2163-FI,18-243990,11/17/2018,1802.0,11/17/2018,1802.0,Sergeant Daniel Johnson,Officer Dads Dominque,Highway/Road/Alley/Street,Sector H1 Forest Park,FOREST PARK AVE @ RIVERVIEW ST,SPRINGFIELD MA,1   Suspicious Person,11/17/2018 @ 1817,11/17/2018 @ 1824,11/17/2018 @ 2057
18-2164-FI,18-244009,11/17/2018,1828.0,11/17/2018,1828.0,Officer Anthony Sowers,Sergeant William Catellier,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ TEMPLE ST,SPRINGFIELD MA,1   Police Information,11/17/2018 @ 1832,11/17/2018 @ 1844,11/17/2018 @ 2100
18-2165-FI,18-244051,11/17/2018,1935.0,11/17/2018,1935.0,Officer Lino Carrasquillo,Officer Elizer Vasquez,Restaurant/Cafeteria,Sector E1 Metro/South End,MCDONALDS,SPRINGFIELD MA,1   Police Information,11/17/2018 @ 2227,11/17/2018 @ 2245,11/17/2018 @ 2318
18-2166-FI,18-244413,11/18/2018,815.0,11/18/2018,815.0,Officer Douglas Bernier,,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,STEBBINS ST @ STATE ST,SPRINGFIELD MA,1   Suspicious Activity,11/18/2018 @ 1041,11/18/2018 @ 1103,11/18/2018 @ 1111
18-2167-FI,18-244485,11/18/2018,1020.0,11/18/2018,1020.0,Officer James Menard,Officer Joseph Bergdoll,Highway/Road/Alley/Street,Sector D1 Indian Orchard,BERKSHIRE AVE,SPRINGFIELD MA,1   Police Information,11/18/2018 @ 1040,11/18/2018 @ 1057,11/18/2018 @ 1109
18-2168-FI,18-244528,11/18/2018,1154.0,11/18/2018,1154.0,Officer Michael Goggin,Officer Carla Daniele,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,REAR ALLEYWAY,SPRINGFIELD MA,1   Drug Activity,11/18/2018 @ 1229,11/18/2018 @ 1319,11/18/2018 @ 1408
18-2169-FI,18-244542,11/18/2018,1223.0,11/18/2018,1223.0,Officer Carla Daniele,Officer Ali Soffan,Church/Synagogue/Temple,Sector E2 Metro/6Corners,CATHEDRAL OF SAINT MICHAEL THE ARCHANGLE,SPRINGFIELD MA,1   SECTION 12 FEMALE/INDENTITY FRAUD INFORMATION,11/18/2018 @ 1515,11/18/2018 @ 1918,11/18/2018 @ 2004
18-2170-FI,18-244643,11/18/2018,1637.0,11/18/2018,1637.0,Officer James Kelly,Officer Oumar Keita,,,,,,,,
18-2171-FI,18-245054,11/19/2018,827.0,11/19/2018,827.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   Police Information,11/19/2018 @ 0856,11/19/2018 @ 0915,11/19/2018 @ 0937
18-2172-FI,18-245121,11/19/2018,1013.0,11/19/2018,1013.0,Officer Jose Silva,,Restaurant/Cafeteria,Sector A N. End/Memorial,OLD SAN JAUN BAKERY,,1   Suspicious Person,11/19/2018 @ 1053,11/19/2018 @ 1104,11/19/2018 @ 1457
18-2173-FI,18-245344,11/19/2018,1626.0,11/19/2018,1626.0,Officer Juan Taveras,Officer Robert Gayle,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person,11/19/2018 @ 1635,11/19/2018 @ 1654,11/19/2018 @ 1714
18-2174-FI,18-245439,11/19/2018,1854.0,11/19/2018,1854.0,Officer Gregory Vatrano,,Liquor Store,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   TRESPASS NOTICE,11/19/2018 @ 1924,11/19/2018 @ 2054,11/19/2018 @ 2138
18-2176-FI,18-245489,11/19/2018,2000.0,11/19/2018,2000.0,Officer Michael Chapin,,Convenience Store,Sector E1 Metro/South End,ZONE MARKET,SPRINGFIELD MA 01105,1   PANHANDLING,11/20/2018 @ 2154,11/20/2018 @ 2200,11/21/2018 @ 0114
18-2177-FI,18-245704,11/20/2018,527.0,11/20/2018,527.0,Officer Michael Vona,Officer Joel Rosemond,Parking Lot/Garage,Sector F2 Old&Upper Hill,ALDEN ST @ HANCOCK ST,SPRINGFIELD MA,1   Police Information,11/20/2018 @ 0550,11/20/2018 @ 0634,11/20/2018 @ 0705
18-2178-FI,18-245838,11/20/2018,1015.0,11/20/2018,1015.0,Sergeant William Catellier,,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,WORTHINGTON ST @ ARMORY ST,SPRINGFIELD MA,1   Gang Activity,11/20/2018 @ 1020,11/20/2018 @ 1022,11/20/2018 @ 1037
18-2179-FI,18-245894,11/20/2018,1124.0,11/20/2018,1124.0,Sergeant William Catellier,,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,BAY ST @ DAWES ST,SPRINGFIELD MA,1   Gang Activity,11/20/2018 @ 1126,11/20/2018 @ 1129,11/20/2018 @ 1135
18-2180-FI,18-245878,11/20/2018,1100.0,11/20/2018,1100.0,Officer Carla Daniele,Officer Thomas Hervieux,Service/Gas Station,Sector E1 Metro/South End,PRIDE GAS STAION,SPRINGFIELD MA,1   DISTURBANCE INVOLVING PRIDE AND DUNKIN' EMPLOYEES,11/20/2018 @ 1344,11/20/2018 @ 1457,11/20/2018 @ 1521
18-2181-FI,18-245957,11/20/2018,1307.0,11/20/2018,1307.0,Officer Anthony Sowers,Officer Maciej Jasinski,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,QUINCY ST @ HANCOCK ST,SPRINGFIELD MA,1   Gang Activity,11/20/2018 @ 1415,11/20/2018 @ 1422,11/20/2018 @ 1535
18-2182-FI,18-245968,11/20/2018,1330.0,11/20/2018,1330.0,Sergeant William Catellier,,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SPRING ST @ PEARL ST,,1   Gang Activity,11/20/2018 @ 1357,11/20/2018 @ 1359,11/20/2018 @ 1536
18-2183-FI,18-246217,11/20/2018,1929.0,11/20/2018,1929.0,Officer Kara Fearn,Sergeant Jacob Werbicki,Highway/Road/Alley/Street,Sector D2 Indian Orchard,,SPRINGFIELD MA,1   Gang Activity,11/20/2018 @ 1943,11/20/2018 @ 1948,11/20/2018 @ 1953
18-2184-FI,18-246234,11/20/2018,2001.0,11/20/2018,2001.0,Officer Gregory Vatrano,,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   Drug Activity,11/20/2018 @ 2011,11/20/2018 @ 2059,11/20/2018 @ 2108
18-2185-FI,18-246324,11/20/2018,2307.0,11/20/2018,2307.0,Sergeant Devon Williams,Officer Samantha Jones,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,SHATTUCK ST @ CORTLAND ST,SPRINGFIELD MA,1   Gang Activity,12/02/2018 @ 2210,12/02/2018 @ 2220,12/06/2018 @ 1747
18-2186-FI,18-246351,11/15/2018,23.0,11/15/2018,23.0,Officer Edwin Parrilla,Officer Ricardo Rivera Flores,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,,1   Suspicious Vehicle,11/21/2018 @ 0110,11/21/2018 @ 0320,11/21/2018 @ 0324
18-2187-FI,18-246477,11/21/2018,823.0,11/21/2018,823.0,Officer Jose Silva,,Commercial/Office Building,Sector A N. End/Memorial,HABIT OPCO,SPRINGFIELD MA,1   Police Information,,,
18-2188-FI,18-246614,11/21/2018,1149.0,11/21/2018,1149.0,Officer Daniel Billingsley,Officer Michael Dyer,Highway/Road/Alley/Street,Sector H1 Forest Park,IN FRONT OF,,1   Drug Activity,,,
18-2189-FI,18-246687,11/21/2018,1130.0,11/21/2018,1130.0,Officer Daniel Billingsley,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,,,
18-2190-FI,18-246667,11/21/2018,1306.0,11/21/2018,1306.0,Officer Adan Cruz,Officer Rodolfo Espinosa,Residence/Home/Apt./Condo,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Drug Activity,11/21/2018 @ 1353,11/21/2018 @ 1406,11/24/2018 @ 2018
18-2191-FI,18-246937,11/21/2018,1953.0,11/21/2018,1953.0,Officer Anthony DiSantis,,,,,,,,,
18-2192-FI,18-246937,11/21/2018,1953.0,11/21/2018,1953.0,Officer Anthony DiSantis,,,,,,,,,
18-2193-FI,18-247018,11/21/2018,2127.0,11/21/2018,2127.0,Officer Charles Scheehser,Officer Michael Sierra,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Police Information/BLOODS,11/21/2018 @ 2308,11/21/2018 @ 2308,11/24/2018 @ 2018
18-2194-FI,18-247306,11/22/2018,1020.0,11/22/2018,1020.0,Officer Daniel Billingsley,Officer Michael Dyer,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,,,
18-2195-FI,18-247454,11/22/2018,1746.0,11/22/2018,1746.0,Officer Donnievan Figueroa,Officer Marcos Hernandez,Other/Unknown,Sector A N. End/Memorial,CURTIS UNIVERSAL JOINT CO,SPRINGFIELD MA,1   Suspicious Person,11/22/2018 @ 1800,11/22/2018 @ 2240,11/22/2018 @ 2317
18-2196-FI,18-247821,11/23/2018,931.0,11/23/2018,931.0,Officer Chad Joseph,,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information-OFFICER SAFETY,,,
18-2197-FI,18-247845,11/23/2018,1012.0,11/23/2018,1012.0,Officer Chad Joseph,,,,,,,,,
18-2199-FI,18-248135,11/23/2018,1742.0,11/23/2018,1742.0,Officer Lino Carrasquillo,Officer Elizer Vasquez,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ ACUSHNET AVE,SPRINGFIELD MA,1   Police Information-SUSPICIOUS ACTIVITY,11/23/2018 @ 1801,11/23/2018 @ 1849,11/23/2018 @ 2000
