IncidentNum,Age,Sex,Race,Ethnicity,CreatedID,ModifiedDate
17-120-FI,19,M,B,U,531,20170714
17-120-FI,15,M,B,U,531,20170714
17-120-FI,18,M,B,U,531,20170714
17-122-FI,28,M,B,N,503,20170715
17-122-FI,30,M,B,N,503,20170715
17-122-FI,00,F,B,N,503,20170715
17-123-FI,36,M,W,N,548,20170717
17-124-FI,26,M,B,N,503,20170716
17-124-FI,27,M,B,N,503,20170716
17-124-FI,28,M,B,N,503,20170716
17-124-FI,39,F,B,N,503,20170716
17-125-FI,29,M,B,N,577,20170718
17-125-FI,18,M,B,N,577,20190226
17-125-FI,30,F,W,N,577,20170718
17-125-FI,19,M,B,N,577,20170718
17-125-FI,20,M,B,N,577,20170718
17-125-FI,23,M,B,N,577,20170718
17-127-FI,20,F,B,N,579,20170720
17-127-FI,24,M,B,N,579,20170720
17-127-FI,37,M,B,N,579,20170720
17-127-FI,47,M,B,N,579,20170720
17-128-FI,18,M,B,N,535,20190527
17-128-FI,16,M,B,N,535,20190527
17-128-FI,16,F,B,N,535,20190527
17-128-FI,00,U,U,U,535,20170724
17-128-FI,21,M,B,N,535,20170724
17-128-FI,31,M,B,N,535,20170724
17-129-FI,22,F,B,N,548,20170726
17-129-FI,24,M,B,N,548,20170726
17-130-FI,26,M,B,N,544,20170728
17-130-FI,32,F,W,N,544,20170728
17-131-FI,32,F,W,N,547,20170729
17-132-FI,58,M,W,N,535,20180813
17-132-FI,31,F,B,N,535,20170804
17-132-FI,32,M,B,N,535,20170804
17-133-FI,24,F,B,N,548,20170802
17-133-FI,24,M,B,N,548,20170802
17-134-FI,25,F,W,N,544,20170809
17-134-FI,29,M,W,N,544,20170809
17-134-FI,32,M,B,N,544,20170809
17-135-FI,00,U,U,U,535,20170811
17-135-FI,35,M,B,N,535,20170811
17-135-FI,20,M,B,N,535,20170811
17-136-FI,26,M,W,N,544,20170816
17-136-FI,26,M,B,N,544,20170816
17-140-FI,23,M,B,N,548,20170902
17-140-FI,19,M,B,N,548,20170902
17-140-FI,22,F,B,N,548,20170902
17-140-FI,38,F,B,N,548,20170902
17-140-FI,18,M,B,N,548,20171009
17-137-FI,25,M,B,N,557,20170823
17-137-FI,22,M,B,N,557,20170823
17-137-FI,21,F,B,N,557,20170823
17-138-FI,69,F,W,H,548,20170825
17-138-FI,33,M,W,N,535,20170828
17-138-FI,39,M,W,H,535,20170828
17-139-FI,25,M,B,N,574,20170825
17-139-FI,24,M,B,N,574,20170825
17-139-FI,27,M,B,N,574,20170825
17-139-FI,35,F,B,N,574,20170825
17-141-FI,31,M,B,N,389,20170831
17-142-FI,31,M,B,N,548,20170902
17-142-FI,22,M,B,N,548,20170902
17-142-FI,22,M,B,N,548,20170902
17-143-FI,36,M,W,N,548,20170902
17-143-FI,35,M,B,N,548,20170902
17-144-FI,36,M,W,H,557,20170904
17-144-FI,32,M,B,N,557,20180513
17-149-FI,20,M,W,N,443,20170911
17-149-FI,23,M,B,H,443,20170911
17-145-FI,33,M,B,N,544,20170907
17-145-FI,75,F,B,N,544,20170907
17-146-FI,18,M,A,N,548,20170907
17-146-FI,19,M,B,N,548,20170907
17-146-FI,37,F,B,N,548,20170924
17-146-FI,18,M,B,N,548,20180530
17-146-FI,27,F,B,N,548,20180530
17-147-FI,25,M,W,N,536,20170908
17-147-FI,29,M,W,N,536,20170908
17-148-FI,26,M,B,N,548,20180628
17-150-FI,30,M,B,N,531,20170911
17-150-FI,33,M,B,N,531,20170911
17-150-FI,23,M,B,N,531,20170911
17-150-FI,25,M,B,N,531,20170911
17-150-FI,24,M,B,N,531,20170911
17-151-FI,16,M,W,N,548,20170915
17-151-FI,52,F,W,N,548,20170915
17-152-FI,75,M,W,N,548,20170915
17-152-FI,30,F,W,N,548,20170915
17-153-FI,25,F,B,H,548,20170918
17-153-FI,30,M,B,N,548,20170918
17-156-FI,31,M,W,N,548,20170921
17-156-FI,59,F,W,N,548,20170921
17-154-FI,31,F,W,N,544,20170920
17-154-FI,47,M,W,H,544,20170920
17-155-FI,44,M,B,N,548,20170920
17-155-FI,29,F,W,N,548,20180629
17-155-FI,17,M,B,N,548,20170920
17-155-FI,17,M,B,N,548,20211017
17-155-FI,13,M,B,N,548,20211017
17-155-FI,18,M,B,N,548,20180423
17-155-FI,18,M,B,N,548,20211017
17-155-FI,41,F,W,N,548,20211017
17-155-FI,15,M,W,N,548,20211017
17-155-FI,16,M,W,N,548,20180517
17-155-FI,14,M,B,N,548,20211017
17-155-FI,17,M,B,N,548,20211017
17-155-FI,15,M,W,N,548,20190619
17-155-FI,16,M,B,U,548,20211017
17-155-FI,15,F,W,N,548,20190619
17-155-FI,69,M,W,N,548,20190619
17-155-FI,14,M,B,N,548,20211017
17-157-FI,45,F,B,U,332,20170921
17-158-FI,27,M,B,U,332,20170921
17-159-FI,26,F,W,U,332,20200426
17-161-FI,29,F,B,N,548,20170926
17-160-FI,32,M,B,N,548,20170926
17-162-FI,55,F,W,N,557,20170926
17-163-FI,37,M,W,N,548,20170927
17-167-FI,61,F,B,N,535,20170929
17-167-FI,26,M,B,N,535,20170929
17-168-FI,22,M,B,N,535,20171002
17-168-FI,21,M,B,N,535,20171002
17-169-FI,51,F,B,N,535,20170929
17-169-FI,20,M,B,N,535,20170929
17-169-FI,21,M,B,N,535,20170929
17-169-FI,23,F,B,N,535,20170929
17-170-FI,36,F,W,N,446,20170928
17-172-FI,26,M,B,N,548,20170930
17-172-FI,23,F,B,H,548,20170930
17-172-FI,59,F,B,N,548,20170930
17-173-FI,35,M,B,N,535,20171011
17-173-FI,33,F,W,N,535,20171011
17-173-FI,54,F,W,N,535,20171026
17-173-FI,19,M,W,N,535,20171026
17-174-FI,42,M,U,H,507,20171005
17-174-FI,63,F,U,H,507,20171005
17-175-FI,50,M,W,N,544,20171007
17-175-FI,31,M,B,N,544,20190828
17-175-FI,36,F,W,N,544,20171007
17-175-FI,51,M,W,N,544,20171007
17-176-FI,43,M,B,H,544,20200501
17-176-FI,34,F,B,N,544,20171008
17-176-FI,25,M,W,N,544,20171008
17-177-FI,52,M,B,N,281,20171012
17-177-FI,31,F,W,N,281,20171012
17-177-FI,23,F,W,N,281,20171012
17-177-FI,21,F,B,N,281,20171012
17-178-FI,18,M,B,N,548,20171013
17-178-FI,19,M,B,N,548,20171013
17-178-FI,55,F,B,N,548,20171013
17-179-FI,40,M,W,N,389,20171019
17-180-FI,35,M,B,N,531,20171019
17-181-FI,40,M,B,H,535,20180310
17-181-FI,19,M,B,N,535,20171028
17-182-FI,22,M,B,N,507,20171026
17-182-FI,28,M,B,N,507,20171026
17-183-FI,00,U,U,U,535,20171026
17-183-FI,30,M,B,H,535,20200805
17-183-FI,23,M,B,H,535,20171026
17-183-FI,19,M,B,N,535,20171026
17-184-FI,45,F,W,N,281,20171031
17-184-FI,52,M,W,N,281,20171031
17-184-FI,4050,M,W,N,281,20171031
17-185-FI,30,M,B,H,507,20171031
17-185-FI,27,M,B,N,507,20171031
17-185-FI,31,M,B,H,507,20171031
17-185-FI,28,M,B,N,507,20171031
17-185-FI,23,M,B,N,507,20171031
17-185-FI,25,F,W,N,507,20171031
17-186-FI,25,M,B,N,389,20171101
17-187-FI,17,M,B,N,535,20200917
17-187-FI,18,M,B,N,535,20171101
17-187-FI,37,F,B,N,535,20171101
17-188-FI,30,F,B,N,548,20171102
17-189-FI,36,F,W,N,548,20171102
17-189-FI,18,F,U,U,548,20171102
17-189-FI,20,M,B,N,548,20180921
17-189-FI,20,M,B,N,548,20190913
17-189-FI,20,M,W,H,548,20171120
17-190-FI,33,M,W,H,415,20171103
17-191-FI,47,M,W,H,531,20171103
17-196-FI,23,M,B,N,535,20171119
17-196-FI,26,M,B,N,535,20171119
17-196-FI,28,F,W,H,535,20171119
17-196-FI,22,F,B,N,535,20171119
17-196-FI,19,M,B,N,535,20171119
17-196-FI,23,F,B,N,548,20171124
17-193-FI,34,M,B,N,562,20171112
17-193-FI,38,F,B,N,482,20171112
17-194-FI,33,M,W,H,389,20171112
17-195-FI,32,F,W,N,455,20171115
17-195-FI,37,M,W,N,455,20171115
17-198-FI,20,M,B,H,548,20171117
17-198-FI,41,M,W,H,548,20190126
17-198-FI,42,F,W,H,548,20171117
17-198-FI,35,M,W,H,548,20171118
17-198-FI,41,F,W,H,548,20171120
17-199-FI,29,M,B,N,535,20171120
17-199-FI,25,M,B,N,535,20171120
17-199-FI,27,F,W,H,535,20171120
17-200-FI,34,M,W,N,548,20171120
17-200-FI,77,M,W,N,548,20171120
17-200-FI,30,M,W,N,548,20171120
17-200-FI,23,M,W,N,548,20171120
17-201-FI,41,F,W,N,544,20171120
17-201-FI,22,M,B,N,544,20171120
17-201-FI,24,M,B,N,544,20171120
17-202-FI,35,F,W,N,544,20171121
17-202-FI,35,M,W,N,544,20171121
17-202-FI,20,M,W,N,544,20171121
17-202-FI,40,F,W,N,544,20171121
17-203-FI,28,F,B,N,535,20171121
17-203-FI,29,M,B,N,535,20171121
17-204-FI,21,M,B,N,535,20190722
17-204-FI,21,M,B,N,535,20171122
17-204-FI,38,M,B,N,535,20171122
17-204-FI,24,M,W,H,548,20190722
17-205-FI,30,M,B,N,535,20171126
17-205-FI,25,F,B,N,535,20180516
17-205-FI,28,M,B,N,535,20171126
17-205-FI,26,M,W,N,535,20171126
17-205-FI,00,U,U,U,535,20171126
17-210-FI,19,F,W,N,548,20180212
17-210-FI,37,M,W,N,548,20171130
17-210-FI,18,M,W,N,548,20180221
17-210-FI,37,F,W,N,548,20171130
17-210-FI,19,M,B,N,548,20171130
17-210-FI,22,M,B,N,548,20171130
17-210-FI,41,F,B,N,548,20171130
17-210-FI,21,M,B,N,548,20171208
17-210-FI,21,M,B,N,548,20171208
17-210-FI,21,M,B,N,548,20171208
17-206-FI,24,M,B,N,407,20171127
17-206-FI,24,F,B,N,407,20171127
17-207-FI,20,M,B,N,437,20171129
17-208-FI,23,M,B,N,437,20171129
17-209-FI,23,M,B,N,437,20181202
17-211-FI,42,M,B,N,503,20171203
17-211-FI,44,M,B,N,503,20171203
17-211-FI,60,M,B,N,503,20171203
17-212-FI,19,M,B,U,347,20180217
17-212-FI,21,M,B,N,347,20171204
17-213-FI,19,M,U,U,347,20171204
17-214-FI,27,M,W,N,446,20190226
17-214-FI,29,M,W,N,446,20171204
17-215-FI,23,M,B,N,347,20171205
17-216-FI,36,M,B,N,347,20171205
17-216-FI,35,F,B,N,347,20171205
17-216-FI,00,F,U,U,347,20171205
17-216-FI,34,M,B,N,347,20171205
17-217-FI,21,M,B,N,347,20171205
17-217-FI,22,M,B,U,347,20171205
17-218-FI,20,M,W,N,368,20210706
17-218-FI,20,M,W,N,368,20190624
17-220-FI,41,F,B,N,548,20171206
17-220-FI,43,M,W,N,548,20171206
17-221-FI,16,F,W,N,544,20171206
17-221-FI,24,M,W,N,544,20171206
17-222-FI,24,M,B,U,437,20171206
17-222-FI,20,M,B,N,437,20171206
17-223-FI,30,M,B,N,548,20171206
17-223-FI,58,M,W,N,548,20171206
17-224-FI,37,M,W,N,437,20171206
17-224-FI,33,F,W,N,437,20171206
17-225-FI,33,M,B,N,347,20171207
17-225-FI,22,M,B,N,347,20180227
17-225-FI,33,M,B,N,347,20171207
17-226-FI,57,F,W,N,389,20171207
17-227-FI,28,F,B,H,389,20171207
17-227-FI,50,M,B,N,389,20171207
17-227-FI,39,M,B,N,389,20171207
17-228-FI,35,F,W,N,348,20171207
17-229-FI,44,M,B,N,372,20171207
17-230-FI,35,F,B,N,348,20171207
17-231-FI,34,M,B,N,334,20171207
17-232-FI,28,M,W,N,544,20171208
17-232-FI,26,F,U,N,544,20171208
17-233-FI,46,M,B,N,347,20171208
17-234-FI,22,M,B,N,347,20171208
17-234-FI,24,M,B,N,347,20171208
17-235-FI,25,F,W,N,463,20171210
17-236-FI,37,M,B,N,415,20171210
17-237-FI,26,F,W,N,503,20171210
17-237-FI,46,M,B,N,503,20171210
17-237-FI,31,M,W,N,503,20171210
17-237-FI,59,F,B,N,503,20171210
17-237-FI,42,M,B,H,503,20171210
17-237-FI,31,M,B,N,503,20171210
17-237-FI,38,M,W,N,503,20171210
17-237-FI,37,M,B,N,503,20171210
17-238-FI,42,F,W,N,415,20171211
17-239-FI,40,M,B,N,368,20171211
17-240-FI,31,M,B,N,548,20180325
17-241-FI,30,M,B,N,368,20171211
17-242-FI,46,F,W,N,334,20171212
17-243-FI,59,F,B,N,334,20171212
17-244-FI,44,M,B,N,334,20171212
17-245-FI,37,M,B,N,334,20171212
17-246-FI,50,M,B,N,334,20171212
17-248-FI,32,F,W,N,334,20171212
17-249-FI,33,F,W,N,334,20171212
17-250-FI,29,F,W,N,334,20171212
17-251-FI,37,M,W,H,334,20191219
17-252-FI,28,F,W,N,334,20171212
17-253-FI,21,M,B,N,535,20171216
17-253-FI,20,M,W,N,535,20180217
17-253-FI,00,U,U,U,535,20171216
17-254-FI,47,M,W,H,389,20171219
17-254-FI,40,M,B,N,389,20171219
17-288-FI,45,M,B,N,482,20171230
17-255-FI,20,M,B,H,347,20180222
17-255-FI,18,M,B,N,347,20190306
17-255-FI,59,M,B,H,347,20171222
17-255-FI,20,M,B,N,347,20190913
17-256-FI,40,M,B,N,347,20171222
17-257-FI,26,M,B,N,347,20171222
17-259-FI,18,M,B,N,347,20171222
17-259-FI,42,M,B,N,347,20171222
17-260-FI,30,M,B,N,347,20200116
17-260-FI,27,M,W,N,347,20171222
17-261-FI,41,F,B,N,347,20171222
17-261-FI,32,F,B,N,347,20171222
17-261-FI,52,M,W,N,347,20171222
17-262-FI,36,M,B,N,535,20171222
17-262-FI,42,M,W,H,535,20171222
17-270-FI,27,M,B,N,535,20171227
17-263-FI,30,M,B,N,368,20171223
17-264-FI,23,M,B,U,368,20171226
17-264-FI,21,M,B,U,368,20171226
17-265-FI,46,F,B,H,372,20171226
17-265-FI,51,M,B,N,372,20171226
17-265-FI,35,M,B,N,372,20171226
17-265-FI,32,F,W,N,372,20171226
17-265-FI,31,M,B,N,372,20190828
17-266-FI,36,M,B,N,350,20171226
17-266-FI,29,F,W,N,350,20171226
17-266-FI,31,F,B,N,350,20171226
17-267-FI,44,F,B,N,334,20171226
17-268-FI,42,M,B,H,350,20171226
17-268-FI,41,M,B,N,350,20171226
17-268-FI,50,M,B,N,350,20171226
17-269-FI,41,F,B,N,334,20171226
17-272-FI,32,M,B,N,350,20171227
17-271-FI,39,M,B,N,544,20171227
17-273-FI,29,M,B,N,507,20171227
17-273-FI,34,M,B,N,507,20171227
17-274-FI,31,M,W,N,347,20171227
17-274-FI,22,F,W,N,347,20171227
17-275-FI,24,M,B,N,347,20171227
17-275-FI,18,M,B,N,347,20171227
17-276-FI,22,M,B,N,415,20171228
17-276-FI,22,M,B,N,415,20171228
17-276-FI,21,M,B,N,415,20171228
17-276-FI,23,M,B,N,415,20171228
17-277-FI,25,F,W,N,446,20171228
17-278-FI,18,M,B,N,405,20171228
17-279-FI,31,M,B,N,350,20171228
17-279-FI,27,M,B,N,350,20200710
17-280-FI,36,F,W,H,334,20171228
17-280-FI,37,M,W,U,334,20190319
17-281-FI,47,F,W,N,380,20171228
17-281-FI,67,M,W,N,380,20171228
17-282-FI,39,M,B,N,503,20171228
17-282-FI,31,M,B,N,503,20191217
17-283-FI,36,M,B,N,503,20171229
17-283-FI,24,M,B,H,503,20171229
17-284-FI,39,M,W,H,334,20171229
17-284-FI,34,M,W,N,334,20171229
17-284-FI,28,M,W,H,334,20171229
17-285-FI,24,M,B,N,347,20171229
17-286-FI,62,M,W,N,347,20171229
17-286-FI,26,F,W,N,347,20171229
17-286-FI,37,M,B,N,347,20171229
17-286-FI,25,M,B,N,347,20171229
17-287-FI,21,M,B,N,503,20171229
17-289-FI,36,F,W,N,347,20171230
17-290-FI,24,M,B,U,544,20180106
17-290-FI,23,F,B,N,544,20180106
17-290-FI,30,M,W,N,544,20180106
17-290-FI,50,F,B,U,544,20180106
17-291-FI,20,M,B,N,368,20190913
17-291-FI,24,M,B,N,368,20171231
18-1-FI,36,M,B,N,507,20180112
18-1-FI,42,F,W,N,507,20180112
18-1-FI,41,M,B,N,507,20180112
18-2-FI,18,F,W,H,368,20180514
18-2-FI,16,F,W,H,368,20180118
18-2-FI,24,M,B,N,368,20180118
18-4-FI,20,M,B,N,544,20180124
18-4-FI,23,M,B,N,544,20180124
18-4-FI,23,M,B,N,544,20180124
18-4-FI,23,F,B,H,544,20180124
18-4-FI,21,M,B,N,544,20180124
18-4-FI,23,M,B,N,544,20180124
18-5-FI,24,M,B,N,535,20180127
18-5-FI,20,M,B,N,535,20190913
18-5-FI,50,M,W,N,535,20180202
18-5-FI,58,M,W,N,535,20180813
18-5-FI,20,M,W,N,535,20180127
18-5-FI,32,M,B,N,535,20180202
18-5-FI,32,F,B,N,535,20180202
18-5-FI,22,F,B,N,548,20200501
18-6-FI,21,M,B,N,544,20180130
18-6-FI,27,M,B,N,544,20180130
18-7-FI,40,M,B,H,443,20180207
18-7-FI,25,M,B,U,443,20180207
18-7-FI,26,M,B,N,443,20180207
18-8-FI,21,M,B,U,443,20180207
18-8-FI,31,M,W,H,443,20180207
18-8-FI,26,M,B,N,443,20180207
18-9-FI,20,M,B,N,407,20180921
18-10-FI,37,M,B,N,531,20180208
18-11-FI,28,M,W,N,331,20180211
18-12-FI,49,M,B,N,548,20180212
18-13-FI,23,M,B,N,548,20180212
18-13-FI,20,M,B,N,548,20180212
18-13-FI,25,F,B,N,548,20180212
18-14-FI,30,M,B,N,507,20180216
18-15-FI,62,M,W,N,548,20180217
18-15-FI,62,F,W,H,548,20180217
18-15-FI,29,M,W,N,548,20180217
18-16-FI,22,M,B,N,548,20180217
18-16-FI,21,M,W,N,548,20180217
18-16-FI,20,M,B,N,548,20180217
18-16-FI,19,M,B,N,548,20180217
18-17-FI,19,M,B,N,535,20180220
18-17-FI,00,U,U,N,535,20180220
18-18-FI,30,M,B,N,579,20180220
18-19-FI,25,M,W,N,548,20180222
18-19-FI,53,M,W,N,548,20180222
18-20-FI,23,M,B,N,415,20190925
18-20-FI,24,M,B,N,415,20180303
18-20-FI,37,M,B,N,415,20180303
18-21-FI,19,M,B,N,557,20180226
18-21-FI,21,F,W,N,557,20180226
18-22-FI,44,F,B,N,482,20180301
18-22-FI,52,M,W,N,482,20180301
18-25-FI,16,M,W,N,557,20211017
18-25-FI,18,M,W,H,557,20180910
18-23-FI,29,F,W,N,544,20180303
18-23-FI,56,M,W,N,544,20180303
18-24-FI,21,M,B,H,535,20180304
18-24-FI,25,M,B,N,535,20180304
18-24-FI,50,M,W,N,535,20180304
18-24-FI,24,M,B,N,535,20180304
18-24-FI,41,F,B,N,535,20180304
18-24-FI,25,M,B,N,548,20180820
18-24-FI,58,M,B,N,548,20180820
18-26-FI,25,M,B,N,503,20180309
18-26-FI,24,M,B,N,503,20180309
18-27-FI,26,F,W,H,389,20180312
18-28-FI,35,M,B,N,548,20180314
18-28-FI,52,F,B,N,548,20180314
18-29-FI,33,M,B,N,548,20180513
18-29-FI,54,F,B,N,548,20180317
18-31-FI,24,M,B,N,415,20180616
18-31-FI,26,M,B,N,415,20180315
18-31-FI,18,M,B,N,415,20180616
18-30-FI,21,M,W,N,574,20180315
18-30-FI,23,M,B,N,574,20180315
18-32-FI,32,M,B,N,389,20180323
18-33-FI,25,M,B,N,389,20180323
18-34-FI,20,F,W,N,389,20180323
18-35-FI,26,M,B,N,506,20180324
18-35-FI,30,F,W,N,506,20180324
18-37-FI,25,M,B,N,415,20180329
18-37-FI,24,M,B,N,415,20180329
18-37-FI,34,M,W,N,415,20180329
18-37-FI,25,M,B,N,415,20180329
18-36-FI,27,M,B,N,507,20180329
18-38-FI,36,M,B,H,331,20180330
18-39-FI,19,F,B,N,536,20180331
18-39-FI,17,M,B,N,536,20180331
18-39-FI,22,M,W,H,536,20180331
18-39-FI,24,F,B,N,536,20180331
18-39-FI,18,F,B,N,536,20180331
18-39-FI,24,F,B,N,536,20180331
18-39-FI,16,F,B,N,536,20211117
18-39-FI,15,F,B,N,536,20180331
18-39-FI,15,F,B,N,536,20180331
18-39-FI,15,F,B,N,536,20180331
18-39-FI,17,M,B,N,536,20180331
18-39-FI,18,F,B,N,536,20180331
18-39-FI,16,F,B,N,536,20180331
18-39-FI,18,M,B,N,536,20180331
18-40-FI,25,M,W,H,548,20180423
18-40-FI,58,F,W,H,548,20180504
18-40-FI,36,F,W,H,548,20180504
18-40-FI,22,M,B,N,548,20180504
18-41-FI,21,M,W,H,531,20180402
18-41-FI,24,M,W,H,531,20180402
18-43-FI,20,F,B,N,535,20180413
18-43-FI,20,M,B,H,535,20180413
18-43-FI,18,M,B,N,535,20180413
18-43-FI,24,M,B,N,535,20180413
18-43-FI,19,M,B,N,535,20180413
18-43-FI,22,M,B,N,535,20180413
18-43-FI,25,M,B,N,535,20180413
18-44-FI,25,M,B,N,503,20180820
18-44-FI,25,M,B,N,503,20180410
18-45-FI,19,M,B,N,503,20180410
18-45-FI,22,M,B,N,503,20180410
18-45-FI,24,M,B,N,503,20180410
18-46-FI,27,M,B,N,415,20180604
18-46-FI,24,M,B,N,415,20180414
18-46-FI,25,M,B,N,415,20180414
18-53-FI,22,M,B,N,548,20180422
18-53-FI,21,M,B,N,548,20180422
18-53-FI,48,F,W,N,548,20180422
18-53-FI,48,M,B,N,548,20180422
18-53-FI,23,M,B,N,548,20180422
18-47-FI,25,M,B,N,345,20180414
18-47-FI,27,M,B,N,345,20180414
18-47-FI,24,M,B,U,345,20180414
18-48-FI,19,M,B,N,415,20180414
18-48-FI,17,M,B,N,415,20180414
18-48-FI,22,M,B,N,415,20180414
18-48-FI,15,F,B,N,415,20180414
18-49-FI,31,M,W,N,535,20180506
18-49-FI,33,M,W,N,535,20180415
18-50-FI,44,M,B,H,503,20180415
18-50-FI,38,M,B,N,503,20180415
18-51-FI,22,M,B,N,503,20180415
18-51-FI,23,F,B,N,503,20180415
18-52-FI,35,M,W,N,365,20180417
18-54-FI,26,M,B,N,407,20180425
18-54-FI,29,M,B,N,407,20181101
18-54-FI,29,M,B,N,407,20180425
18-54-FI,26,M,B,N,407,20180425
18-54-FI,27,F,B,N,407,20180425
18-55-FI,21,M,B,N,503,20180422
18-55-FI,20,M,B,N,503,20180422
18-55-FI,21,M,W,N,503,20180422
18-56-FI,22,M,B,N,535,20180427
18-56-FI,21,M,B,N,535,20180427
18-56-FI,23,M,B,N,535,20180427
18-56-FI,00,U,U,U,535,20180427
18-57-FI,46,M,B,N,544,20180430
18-58-FI,53,F,W,N,548,20180504
18-58-FI,58,M,W,N,548,20180504
18-59-FI,60,M,B,N,544,20180507
18-59-FI,17,M,B,N,544,20180507
18-60-FI,19,M,B,N,503,20180509
18-60-FI,20,M,B,N,503,20180509
18-60-FI,18,M,B,N,503,20180509
18-61-FI,23,M,B,N,331,20180514
18-61-FI,24,M,B,N,331,20180514
18-62-FI,26,F,B,N,557,20180518
18-62-FI,31,M,B,H,557,20180518
18-64-FI,28,M,W,N,548,20180519
18-64-FI,36,F,W,N,548,20180519
18-63-FI,33,M,B,N,548,20180519
18-63-FI,24,F,B,N,548,20180519
18-65-FI,20,M,B,N,503,20180522
18-65-FI,19,M,B,N,503,20180522
18-66-FI,59,M,B,N,548,20180523
18-66-FI,25,M,B,N,548,20180523
18-66-FI,23,M,B,N,548,20180523
18-66-FI,26,M,B,N,548,20180523
18-67-FI,30,M,B,N,544,20180525
18-67-FI,30,F,W,N,544,20180525
18-68-FI,27,F,W,N,570,20180530
18-69-FI,24,F,W,N,535,20180611
18-69-FI,25,M,W,N,535,20180611
18-69-FI,45,F,W,N,535,20180611
18-71-FI,30,M,W,N,389,20180605
18-71-FI,36,F,B,N,389,20180605
18-72-FI,50,M,B,N,548,20180612
18-73-FI,25,M,B,N,548,20180616
18-76-FI,24,M,W,N,548,20180618
18-77-FI,00,F,U,U,552,20180621
18-79-FI,15,M,W,N,443,20180626
18-79-FI,14,M,B,N,443,20180626
18-80-FI,27,M,B,N,531,20180627
18-80-FI,28,M,B,N,531,20180627
18-80-FI,34,M,B,H,531,20180627
18-81-FI,35,M,B,N,407,20210226
18-81-FI,37,M,B,N,407,20180627
18-81-FI,38,F,W,N,407,20180627
18-82-FI,24,M,B,N,548,20180629
18-83-FI,36,M,B,N,548,20180629
18-83-FI,36,M,B,N,548,20180629
18-83-FI,34,F,A,N,548,20180629
18-85-FI,36,F,W,N,535,20180702
18-85-FI,21,M,W,H,535,20180702
18-85-FI,51,M,W,N,535,20180702
18-86-FI,27,M,B,N,407,20180702
18-86-FI,28,M,B,N,407,20180702
18-86-FI,24,M,B,N,407,20180702
18-86-FI,26,M,B,N,407,20180702
18-87-FI,28,F,W,N,492,20180703
18-88-FI,31,M,B,N,557,20180713
18-88-FI,36,M,B,H,557,20180713
18-89-FI,23,M,B,N,548,20180717
18-89-FI,18,F,B,N,548,20180717
18-89-FI,52,F,W,N,548,20180717
18-93-FI,26,M,B,N,548,20180727
18-93-FI,22,M,B,N,548,20180727
18-93-FI,21,F,B,N,548,20180727
18-93-FI,23,F,B,N,548,20180727
18-91-FI,21,M,B,H,535,20180724
18-91-FI,20,M,B,N,535,20180724
18-91-FI,18,M,B,N,535,20180724
18-91-FI,27,F,B,N,535,20180724
18-91-FI,00,U,U,N,535,20180724
18-91-FI,27,M,B,N,548,20201226
18-92-FI,20,M,B,N,507,20180727
18-92-FI,23,M,B,N,507,20180727
18-92-FI,25,F,W,N,507,20180727
18-92-FI,24,M,B,N,507,20180727
18-92-FI,29,M,U,U,507,20180727
18-92-FI,37,F,B,N,507,20180727
18-92-FI,18,F,B,H,507,20180727
18-92-FI,23,M,B,N,507,20180727
18-92-FI,22,M,W,N,507,20180727
18-92-FI,54,F,B,N,507,20180727
18-92-FI,30,M,B,N,507,20180727
18-94-FI,23,M,B,N,577,20180805
18-95-FI,16,M,B,N,576,20180807
18-95-FI,15,M,B,N,576,20180807
18-95-FI,16,M,B,N,576,20190213
18-96-FI,21,M,B,N,535,20180813
18-96-FI,18,F,W,H,535,20180813
18-96-FI,17,F,W,N,535,20180813
18-96-FI,19,F,W,H,535,20180813
18-97-FI,24,F,B,N,588,20180811
18-97-FI,27,M,B,N,588,20180811
18-97-FI,26,M,B,N,588,20180811
18-97-FI,28,M,B,N,588,20210806
18-98-FI,29,F,W,N,548,20180815
18-99-FI,41,M,W,H,535,20180823
18-99-FI,39,M,W,N,535,20180823
18-99-FI,43,M,W,N,535,20180823
18-99-FI,23,M,W,N,535,20180823
18-99-FI,59,M,W,N,535,20180823
18-99-FI,48,F,W,N,535,20180823
18-99-FI,40,F,W,N,535,20180823
18-100-FI,53,M,B,N,389,20180820
18-101-FI,35,M,B,N,594,20180820
18-103-FI,34,M,B,H,577,20180821
18-103-FI,31,F,B,N,577,20180821
18-104-FI,25,M,B,N,559,20180824
18-104-FI,20,M,B,N,559,20180824
18-105-FI,27,M,B,N,535,20180831
18-105-FI,31,F,B,N,535,20180831
18-108-FI,60,M,W,N,548,20180901
18-108-FI,82,F,W,N,548,20180901
18-107-FI,55,M,W,N,548,20180901
18-109-FI,32,F,W,N,548,20180903
18-109-FI,58,M,W,N,548,20180903
18-109-FI,36,M,W,N,548,20190614
18-110-FI,33,M,W,N,592,20180909
18-110-FI,68,M,B,N,592,20180909
18-111-FI,28,M,B,N,548,20180921
18-111-FI,25,F,B,N,548,20180921
18-116-FI,14,M,B,H,557,20210104
18-116-FI,13,M,B,N,557,20181003
18-116-FI,14,F,B,H,557,20181003
18-116-FI,18,M,B,N,557,20190113
18-112-FI,61,M,B,N,548,20180925
18-112-FI,40,F,W,N,548,20180925
18-113-FI,29,F,B,N,548,20180925
18-113-FI,31,M,B,N,548,20191103
