Casenum,Desc,StreetNum,StreetName,StreetSuf,Jur,City,State,CreatedById
16-36-FI,Police Information,402,PLEASANT,ST,BRO,BROCKTON,MA,548
16-36-FI,Police Information - - NARCOTICS DISTRIBUTION,31,FALCONER,AVE,BRO,BROCKTON,MA,548
16-37-FI,Suspicious Vehicle,80,COUNTRY CLUB,LN,BRO,BROCKTON,MA,548
16-38-FI,Suspicious Activity,65,WESTGATE,DR,BRO,BROCKTON,MA,387
16-41-FI,DRUG DEALING,66,GLENWOOD,ST,BRO,BROCKTON,MA,407
16-39-FI,Suspicious Vehicle,74,CENTRE,ST,BRO,BROCKTON,MA,535
16-40-FI,Police Information,,OAK,ST,BRO,BROCKTON,MA,548
16-42-FI,Suspicious Vehicle,,COMMERCIAL,YD,BRO,BROCKTON,MA,535
16-43-FI,Suspicious Vehicle,111,BATTLES,ST,BRO,BROCKTON,MA,415
16-44-FI,Other,43,WILMINGTON,ST,BRO,BROCKTON,MA,389
16-45-FI,Suspicious Person,613,TORREY,ST,BRO,BROCKTON,MA,443
16-46-FI,Suspicious Activity,173,MANOMET,ST,BRO,BROCKTON,MA,443
16-47-FI,Suspicious Activity,38,ELLIOT,ST,BRO,BROCKTON,MA,365
16-48-FI,Suspicious Person,191,PLEASANT,ST,BRO,BROCKTON,MA,548
16-49-FI,Police Information,1320,BELMONT,ST,BRO,BROCKTON,MA,548
16-50-FI,Suspicious Activity,1,PLYMOUTH,ST,BRO,BROCKTON,MA,479
16-53-FI,Police Information,373,HOVENDON,AVE,BRO,BROCKTON,MA,548
16-54-FI,Suspicious Activity,206,CRESCENT,ST,BRO,BROCKTON,MA,292
16-55-FI,Other,2,BRETT,ST,BRO,BROCKTON,MA,499
16-56-FI,SUSPECTED DRUG ACTIVITY,81,WARREN,AVE,BRO,BROCKTON,MA,407
16-57-FI,Police Information,99,LEGION,PKWY,BRO,BROCKTON,MA,479
16-58-FI,Police Information,1092,MONTELLO,ST,BRO,BROCKTON,MA,541
16-59-FI,Police Information,42,N CARY,ST,BRO,BROCKTON,MA,443
16-60-FI,Police Information,19,BOUVE,AVE,BRO,BROCKTON,MA,503
16-61-FI,Suspicious Activity,79,LAWRENCE,ST,BRO,BROCKTON,MA,535
16-62-FI,Police Information,83,AUBURN,ST,BRO,BROCKTON,MA,548
16-63-FI,Suspicious Vehicle,,TEMPLE,ST,BRO,BROCKTON,MA,503
16-64-FI,Suspicious Person,180,GREEN,ST,BRO,BROCKTON,MA,415
17-55-FI,Police Information -- MATCHING ALIAS TO TRUE ID,66,GLENWOOD,ST,BRO,BROCKTON,MA,548
16-66-FI,GUN POSSESSION INCIDENT,66,GLENWOOD,ST,BRO,BROCKTON,MA,407
16-67-FI,Suspicious Activity,33,N MAIN,ST,BRO,BROCKTON,MA,548
16-68-FI,PROSTITUTION ACTIVITY,385,WESTGATE,DR,BRO,BROCKTON,MA,479
16-69-FI,DRUG DEALING,170,NILSSON,ST,BRO,BROCKTON,MA,535
16-72-FI,Suspicious Person,576,PLAIN,ST,BRO,BROCKTON,MA,443
16-70-FI,Directed Patrol,102,ASH,ST,BRO,BROCKTON,MA,559
16-71-FI,Suspicious Activity,6,GODDARD,RD,BRO,BROCKTON,MA,415
16-73-FI,Police Information,195,W ELM,ST,BRO,BROCKTON,MA,548
16-75-FI,Police Information,385,WESTGATE,DR,BRO,BROCKTON,MA,548
16-74-FI,Police Information,,MENLO,ST,BRO,BROCKTON,MA,483
16-76-FI,Police Information,339,ASH,ST,BRO,BROCKTON,MA,548
16-77-FI,Suspicious Person,44,CROWELL,ST,BRO,BROCKTON,MA,415
16-78-FI,Suspicious Person,180,GREEN,ST,BRO,BROCKTON,MA,389
16-79-FI,Police Information,731,SUMMER,ST,BRO,BROCKTON,MA,548
16-80-FI,Police Information,139,FLORENCE,ST,BRO,BROCKTON,MA,548
16-81-FI,Suspicious Vehicle,180,HIGHLAND,ST,BRO,BROCKTON,MA,415
16-82-FI,Suspicious Vehicle,49,JAMES,ST,BRO,BROCKTON,MA,535
16-88-FI,Police Information,,,,BRO,BROCKTON,MA,548
16-83-FI,Suspicious Person,154,DOVER,ST,BRO,BROCKTON,MA,415
16-84-FI,Police Information,162,WARREN,AVE,BRO,BROCKTON,MA,446
16-85-FI,Suspicious Vehicle,84,FOSTER,ST,BRO,BROCKTON,MA,535
16-86-FI,SUSPECTED DRUG DEALING,61,HILLBERG,AVE,BRO,BROCKTON,MA,535
16-87-FI,GANG INTELL,116,CRESCENT,ST,BRO,BROCKTON,MA,503
16-89-FI,Suspicious Vehicle,15,HILL,ST,BRO,BROCKTON,MA,507
16-92-FI,TRAFFIC STOP,130,LYMAN,ST,BRO,BROCKTON,MA,536
16-91-FI,Traffic Post,174,DOVER,ST,BRO,BROCKTON,MA,415
16-95-FI,Police Information,684,MAIN,ST,BRO,BROCKTON,MA,443
16-96-FI,Suspicious Activity,40,N MAIN,ST,BRO,BROCKTON,MA,548
16-97-FI,Suspicious Vehicle,109,LAWRENCE,ST,BRO,BROCKTON,MA,479
16-98-FI,MOTOR VEHICLE STOP,,OAK RIDGE      (EAST),DR,BRO,BROCKTON,MA,479
16-99-FI,Suspicious Activity,41,BROOK,ST,BRO,BROCKTON,MA,499
16-100-FI,Suspicious Vehicle,915,MAIN,ST,BRO,BROCKTON,MA,535
16-101-FI,Suspicious Activity,217,PLEASANT,ST,BRO,BROCKTON,MA,499
16-102-FI,Suspicious Activity,45,OAKDALE,ST,BRO,BROCKTON,MA,531
16-106-FI,Police Information,33,W ELM,ST,BRO,BROCKTON,MA,544
16-103-FI,OFFICER SAFETY,50,TABER,AVE,BRO,BROCKTON,MA,407
16-104-FI,Police Information,632,WARREN,AVE,BRO,BROCKTON,MA,503
16-105-FI,Police Information,203,N MAIN,ST,BRO,BROCKTON,MA,548
16-107-FI,OFFICER SAFETY,31,BROOKSIDE,AVE,BRO,BROCKTON,MA,548
16-108-FI,Suspicious Activity,51,ASH,ST,BRO,BROCKTON,MA,535
16-109-FI,Suspicious Activity,105,N MAIN,ST,BRO,BROCKTON,MA,415
16-110-FI,Other,53,WENDELL,AVE,BRO,BROCKTON,MA,552
16-111-FI,Police Information - NARCOTICS ACTIVITY,16,CURVE,AVE,BRO,BROCKTON,MA,548
16-112-FI,Suspicious Vehicle,5,RAINVILLE,ST,BRO,BROCKTON,MA,577
16-113-FI,Other,62,LIVINGSTON,RD,BRO,BROCKTON,MA,544
16-116-FI,Suspicious Vehicle,68,SHARON,ST,BRO,BROCKTON,MA,544
16-117-FI,"RETALIATION, FIRE-ARMED",50,LAWN,ST,BRO,BROCKTON,MA,407
17-1-FI,Traffic Post,335,MAIN,ST,BRO,BROCKTON,MA,437
17-2-FI,DRUG ACTIVITY,115,CLINTON,ST,BRO,BROCKTON,MA,503
17-3-FI,Police Information,87,AUBURN,ST,BRO,BROCKTON,MA,557
17-4-FI,Suspicious Activity,327,CENTRE,ST,BRO,BROCKTON,MA,311
17-5-FI,Police Information,90,MELROSE,AVE,BRO,BROCKTON,MA,548
17-7-FI,FIREARMS POSSESSION,7,COMMERCIAL,ST,BRO,BROCKTON,MA,548
17-8-FI,Police Information - POSSIBLE NARCOTICS ACTIVITY,26,TRACK,ST,BRO,BROCKTON,MA,548
17-9-FI,Police Information,820,WARREN,AVE,BRO,BROCKTON,MA,347
17-10-FI,Suspicious Activity,105,N MAIN,ST,BRO,BROCKTON,MA,446
17-11-FI,Other,32,CLIFFORD,AVE,BRO,BROCKTON,MA,389
17-12-FI,Suspicious Activity,1015,MAIN,ST,BRO,BROCKTON,MA,535
17-13-FI,SUSPECTED DRUG DEALING,210,PLAIN,ST,BRO,BROCKTON,MA,535
17-14-FI,SUSPECTED NARCOTICS ACTIVITY,60,WARREN,AVE,BRO,BROCKTON,MA,548
17-15-FI,Suspicious Vehicle,200,LINWOOD,ST,BRO,BROCKTON,MA,535
17-16-FI,SUSPECTED DRUG DEALING,71,BURROUGHS,RD,BRO,BROCKTON,MA,535
17-17-FI,Suspicious Vehicle,27,ALLEN,ST,BRO,BROCKTON,MA,340
17-18-FI,Suspicious Vehicle,189,CLINTON,ST,BRO,BROCKTON,MA,535
17-19-FI,MOTOR VEHICLE STOP,120,PLEASANT,ST,BRO,BROCKTON,MA,531
17-20-FI,Police Information - POSSIBLE DRUG ACTIVITY,55,CITY HALL,SQ,BRO,BROCKTON,MA,548
17-22-FI,"OFFICER SAFETY - MANSLAUGHTER, MULTIPLE A&B ON CO'S",24,BELMONT,CT,BRO,BROCKTON,MA,548
17-22-FI,Police Information,18,GROVE,ST,BRO,BROCKTON,MA,548
17-30-FI,Police Information,26,LONG POND,RD,PLY,PLYMOUTH,MA,548
17-23-FI,Police Information,149,FOREST,AVE,BRO,BROCKTON,MA,573
17-24-FI,Police Information - SUSPECTED NARCOTICS ACTIVITY,1291,MAIN,ST,BRO,BROCKTON,MA,548
17-25-FI,SUSPECTED DRUG HOUSE,31,FALCONER,AVE,BRO,BROCKTON,MA,535
17-26-FI,Police Information,110,CARL,AVE,BRO,BROCKTON,MA,544
17-27-FI,Suspicious Activity,60,MARKET,ST,BRO,BROCKTON,MA,479
17-28-FI,VEHICLE PURSUIT,549,COPELAND,ST,BRO,BROCKTON,MA,535
17-29-FI,VEHICLE BEING USED TO SELL DRUGS,33,MENLO,ST,BRO,BROCKTON,MA,535
17-31-FI,DRUG HOUSE,4,HILL,PL,BRO,BROCKTON,MA,535
17-32-FI,Traffic Post,705,WARREN,AVE,BRO,BROCKTON,MA,535
17-34-FI,Suspicious Activity,,WILLIAMS,AVE,BRO,BROCKTON,MA,479
17-35-FI,Suspicious Activity,,,,BRO,BROCKTON,MA,479
17-37-FI,Suspicious Vehicle,311,W ELM,ST,BRO,BROCKTON,MA,503
17-36-FI,OFFICER SAFETY -- SHOOTING INCIDENT,85,PARKER,ST,BRO,BROCKTON,MA,548
17-38-FI,Suspicious Person,570,BELMONT,ST,BRO,BROCKTON,MA,571
17-39-FI,Suspicious Vehicle,,LOUCRAFT,AVE,BRO,BROCKTON,MA,574
17-42-FI,FAMILY MEMBERS/NARCOTICS ASSOCIATES,31,FALCONER,AVE,BRO,BROCKTON,MA,548
17-40-FI,Police Information -  SUSPECTED NARCOTICS ACTIVITY,314,SOUTHFIELD,DR,BRO,BROCKTON,MA,548
17-41-FI,Suspicious Activity,80,WINTHROP,ST,BRO,BROCKTON,MA,479
17-43-FI,SUSPECTED DRUG ACTIVITY,336,GROVE,ST,BRO,BROCKTON,MA,544
17-44-FI,Suspicious Vehicle,180,N MAIN,ST,BRO,BROCKTON,MA,557
17-45-FI,Suspicious Activity,,,,BRO,BROCKTON,MA,314
17-46-FI,Suspicious Vehicle,240,E ASHLAND,ST,BRO,BROCKTON,MA,535
17-47-FI,Suspicious Activity,124,PLEASANT,ST,BRO,BROCKTON,MA,548
17-47-FI,Suspicious Activity,31,FALCONER,AVE,BRO,BROCKTON,MA,548
17-48-FI,Suspicious Activity,40,FARRINGTON,ST,BRO,BROCKTON,MA,479
17-49-FI,Other,640,PLAIN,ST,BRO,BROCKTON,MA,415
17-50-FI,Suspicious Person,,,,BRO,BROCKTON,MA,548
17-51-FI,Police Information,755,CRESCENT,ST,BRO,BROCKTON,MA,507
17-52-FI,Police Information,99,COURT,ST,BRO,BROCKTON,MA,548
17-53-FI,Suspicious Activity,70,WALNUT,ST,BRO,BROCKTON,MA,479
17-54-FI,MOTOR VEHICLE STOP,,L,ST,BRO,BROCKTON,MA,479
17-56-FI,"HOSTORY OF FORGERY, GA WMS, NOT EXTRADITABLE",97,BOYLSTON,ST,BRO,BROCKTON,MA,548
17-61-FI,Police Information,69,BELLEVUE,AVE,BRO,BROCKTON,MA,482
17-57-FI,Police Information,758,MAIN,ST,BRO,BROCKTON,MA,569
17-59-FI,Police Information,105,WARREN,AVE,BRO,BROCKTON,MA,544
17-60-FI,Police Information,391,WESTGATE,DR,BRO,BROCKTON,MA,548
17-60-FI,SUSPECTED DRUG ACTIVITY BY GRISSETT,391,WESTGATE,DR,BRO,BROCKTON,MA,548
17-60-FI,Police Information,1005,BELMONT,ST,BRO,BROCKTON,MA,548
17-62-FI,Suspicious Activity,35,EAGLE,AVE,BRO,BROCKTON,MA,446
17-64-FI,Suspicious Vehicle,33,N MAIN,ST,BRO,BROCKTON,MA,505
17-65-FI,Suspicious Person,1,FREDERICK DOUGLAS,AVE,BRO,BROCKTON,MA,571
17-66-FI,FRAUDULENT CHECK,500,MAIN,ST,BRO,BROCKTON,MA,548
17-67-FI,Police Information,217,MONTELLO,ST,BRO,BROCKTON,MA,548
17-69-FI,Suspicious Activity - NARCOTICS,39,WOODARD,AVE,BRO,BROCKTON,MA,548
17-70-FI,"VIOLENT TENDENCIES, NON-EXTRADITABLE WARRANT",10,MEADOWBROOK,RD,BRO,BROCKTON,MA,548
17-73-FI,ONGOING FUED,12,AUBURN,ST,BRO,BROCKTON,MA,535
17-71-FI,Suspicious Vehicle,240,E ASHLAND,ST,BRO,BROCKTON,MA,548
17-72-FI,CARS ASSOCIATED W/ GUNS AND DRUGS,27,PERKINS,ST,BRO,BROCKTON,MA,548
17-74-FI,SUSPECTED DRUG HOUSE,227,BELMONT,ST,BRO,BROCKTON,MA,535
17-75-FI,Police Information,206,PINE GROVE,DR,BRO,BROCKTON,MA,548
17-76-FI,OFFICER SAFETY -- FIREARM IN TRUNK,25,MOODY,ST,BRO,BROCKTON,MA,549
17-77-FI,Police Information,228,BELMONT,ST,BRO,BROCKTON,MA,548
17-78-FI,THREATS TO POLICE,59,FULLER,ST,BRO,BROCKTON,MA,548
17-81-FI,Suspicious Vehicle/ GANG ACTIVITY,4,HOVENDON,AVE,BRO,BROCKTON,MA,407
17-80-FI,Police Information - GANG RELATED,2,E ASHLAND,ST,BRO,BROCKTON,MA,548
17-82-FI,DRUG/FLOP HOUSE,34,SHERIDAN,ST,BRO,BROCKTON,MA,535
17-83-FI,VEHICLE USED TO SELL DRUGS,39,HARVARD,ST,BRO,BROCKTON,MA,535
17-85-FI,SEX OFFENDER,26,SHEPPARD,AVE,BRO,BROCKTON,MA,535
17-84-FI,PROSTITUTION,105,N MAIN,ST,BRO,BROCKTON,MA,548
17-86-FI,Police Information,196,PLEASANT,ST,BRO,BROCKTON,MA,443
17-87-FI,Suspicious Person,81,WARREN,AVE,BRO,BROCKTON,MA,548
17-88-FI,Suspicious Person,571,N MAIN,ST,BRO,BROCKTON,MA,493
17-94-FI,Police Information,102,OAK,LN,BRO,BROCKTON,MA,482
17-89-FI,Ongoing Narcotics Activity,82,LOWELL,ST,BRO,BROCKTON,MA,548
17-90-FI,Police Information,,NORWOOD,ST,BRO,BROCKTON,MA,503
17-91-FI,SUSPECTED DRUG DEALING,56,GLENWOOD,ST,BRO,BROCKTON,MA,535
17-92-FI,Traffic Post,570,BELMONT,ST,BRO,BROCKTON,MA,407
17-93-FI,Suspicious Person,81,WARREN,AVE,BRO,BROCKTON,MA,446
17-95-FI,Suspicious Person,66,PLEASANT,ST,BRO,BROCKTON,MA,482
17-96-FI,STATEMENTS ABOUT POLICE HARASSMENT,,,,BRO,BROCKTON,MA,548
17-97-FI,DISTRUBUTION OF NARCOCTICS,66,MONTELLO,ST,BRO,BROCKTON,MA,544
17-98-FI,Police Information,387,PLAIN,ST,BRO,BROCKTON,MA,548
17-99-FI,GANG OF YOUTHS,51,NILSSON,ST,BRO,BROCKTON,MA,407
17-100-FI,"SAFETY - CONCEALED KNIFE, HANDCUFF KEY",221,OAK,ST,BRO,BROCKTON,MA,548
17-105-FI,HABITUAL CAR THIEF,9,HIGHLAND,ST,BRO,BROCKTON,MA,535
17-101-FI,MV PURSUIT IN RENTAL VEHICLE,,S LEYDEN,ST,BRO,BROCKTON,MA,548
17-102-FI,Suspicious Activity - NARCOTICS,46,MONTELLO,ST,BRO,BROCKTON,MA,544
17-104-FI,Police Information -- SUSPICIOUS RENTALS,1,CENTRE,ST,BRO,BROCKTON,MA,548
17-104-FI,Police Information,,BX 455,,AVO,AVON,MA,548
17-108-FI,Suspicious Person,658,PLEASANT,ST,BRO,BROCKTON,MA,548
17-109-FI,DRUG ACTIVITY,96,GROVE,ST,BRO,BROCKTON,MA,535
17-110-FI,SUSPECTED DRUG DEALING,9,HIGHLAND,ST,BRO,BROCKTON,MA,535
17-111-FI,Suspicious Vehicle,88,W ASHLAND,ST,BRO,BROCKTON,MA,535
17-112-FI,Suspicious Person,12,WALNUT,ST,BRO,BROCKTON,MA,557
17-113-FI,Police Information - PERKINS AVE ASSOCIATE,416,MAIN,ST,BRO,BROCKTON,MA,548
17-113-FI,ATTACHED PLATES OUTSIDE MICHAEL VEIGA'S HOUSE,80,WINTHROP,ST,BRO,BROCKTON,MA,548
17-114-FI,Police Information,74,CENTRE,ST,BRO,BROCKTON,MA,544
17-115-FI,CARRYING LARGE KNIFE,,PADDY,LN,BRO,BROCKTON,MA,548
17-118-FI,VIOLENT OFFENDER FROM FLORIDA,74,WARREN,AVE,BRO,BROCKTON,MA,548
17-119-FI,Suspicious Vehicle,253,E ASHLAND,ST,BRO,BROCKTON,MA,535
17-120-FI,Suspicious Activity,7,CAMDEN,ST,BRO,BROCKTON,MA,531
17-123-FI,Suspicious Activity - CRUISING YASSO AT 0300HRS,110,GREEN,ST,BRO,BROCKTON,MA,548
17-124-FI,GANG INTELL,848,MONTELLO,ST,BRO,BROCKTON,MA,503
17-125-FI,Suspicious Activity,165,CARL,AVE,BRO,BROCKTON,MA,577
17-127-FI,"OPERATED BY DRUG DEALER W/ CODE 4 HISTORY, SUSPENDED LIC",118,NILSSON,ST,BRO,BROCKTON,MA,579
17-128-FI,VEHICLE PURSUIT (BRIDGEWATER),,SOUTH,ST,BRO,BROCKTON,MA,535
17-129-FI,POSSIBLY OPERATED BY 44 DEALER S70458854,20,FOSTER,ST,BRO,BROCKTON,MA,548
17-130-FI,DRUG ACTIVITY MV STOP,324,MONTELLO,ST,BRO,BROCKTON,MA,544
17-131-FI,Suspicious Person,106,PROSPECT,ST,BRO,BROCKTON,MA,547
17-133-FI,Police Information,,,,BRO,BROCKTON,MA,548
17-134-FI,DRUG ACTIVITY,4,KENWOOD,ST,BRO,BROCKTON,MA,544
17-135-FI,Suspicious Vehicle,1724,MAIN,ST,BRO,BROCKTON,MA,535
17-136-FI,Suspicious Activity,35,SOUTH,ST,BRO,BROCKTON,MA,544
17-140-FI,Police Information - POSSIBLE GUN,195,W ELM,ST,BRO,BROCKTON,MA,548
17-137-FI,Police Information,140,CLIFTON,AVE,BRO,BROCKTON,MA,557
17-138-FI,Police Information,,LONGWOOD,AVE,BRO,BROCKTON,MA,548
17-139-FI,Directed Patrol,373,WARREN,AVE,BRO,BROCKTON,MA,574
17-141-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
17-142-FI,Suspicious Vehicle,220,COPELAND,ST,BRO,BROCKTON,MA,548
17-143-FI,Police Information,391,WESTGATE,DR,BRO,BROCKTON,MA,548
17-144-FI,Suspicious Activity,23,MONTELLO,ST,BRO,BROCKTON,MA,557
17-149-FI,Police Information,,ANANIA,TER,BRO,BROCKTON,MA,443
17-145-FI,Police Information,385,WESTGATE,DR,BRO,BROCKTON,MA,544
17-146-FI,Police Information -- GUNS AND DRUGS FOUND IN CAR,,LONGWOOD,AVE,BRO,BROCKTON,MA,548
17-147-FI,Police Information,25,CARLETON,ST,BRO,BROCKTON,MA,536
17-148-FI,Police Information - VOID/COMPARTMENT BEHIND GLOVE BOX,54,N MAIN,ST,BRO,BROCKTON,MA,548
17-151-FI,Suspicious Person - LIKELY NARCOTICS CUSTOMER,29,GODDARD,RD,BRO,BROCKTON,MA,548
17-152-FI,PROSTITUTION,1,W ELM,ST,BRO,BROCKTON,MA,548
17-153-FI,Police Information,486,PEARL,ST,BRO,BROCKTON,MA,548
17-156-FI,Suspicious Activity - NARCOTICS CUSTOMER?,151,COUNTRY CLUB,LN,BRO,BROCKTON,MA,548
17-154-FI,Police Information,54,N MAIN,ST,BRO,BROCKTON,MA,544
17-155-FI,Police Information,689,MAIN,ST,BRO,BROCKTON,MA,548
17-157-FI,Directed Patrol,81,WARREN,AVE,BRO,BROCKTON,MA,332
17-158-FI,Directed Patrol,81,WARREN,AVE,BRO,BROCKTON,MA,332
17-159-FI,Directed Patrol,81,WARREN,AVE,BRO,BROCKTON,MA,332
17-161-FI,POSSIBLE NARCOTICS SALE,835,BELMONT,ST,BRO,BROCKTON,MA,548
17-160-FI,BOP AND WARRANT UNDER DIFFERENT NAME,147,WINTHROP,ST,BRO,BROCKTON,MA,548
17-162-FI,Suspicious Vehicle,81,WARREN,AVE,BRO,BROCKTON,MA,557
17-163-FI,Suspicious Activity,,CROWELL,ST,BRO,BROCKTON,MA,548
17-167-FI,Police Information,64,COMMERCIAL,ST,BRO,BROCKTON,MA,535
17-168-FI,Suspicious Vehicle(POSSIBLE DRUG DEALING),134,CENTRE,ST,BRO,BROCKTON,MA,535
17-169-FI,VEHICLE BEING USED TO DEAL DRUGS,99,PINE,AVE,BRO,BROCKTON,MA,535
17-170-FI,Suspicious Activity,54,GLENWOOD,ST,BRO,BROCKTON,MA,446
17-172-FI,Suspicious Person - NARCOTICS SALES,20,N MANCHESTER,ST,BRO,BROCKTON,MA,548
17-173-FI,Suspicious Vehicle,28,PINE,AVE,BRO,BROCKTON,MA,535
17-174-FI,Suspicious Activity,755,CRESCENT,ST,BRO,BROCKTON,MA,507
17-175-FI,Suspicious Activity,133,N MAIN,ST,BRO,BROCKTON,MA,544
17-176-FI,Suspicious Activity,127,PLEASANT,ST,BRO,BROCKTON,MA,544
17-177-FI,Suspicious Vehicle,60,WARREN,AVE,BRO,BROCKTON,MA,281
17-178-FI,Police Information,29,WILMINGTON,ST,BRO,BROCKTON,MA,548
17-179-FI,Other,24,EVANS,ST,OTH,NEWPORT,RI,389
17-180-FI,Police Information,142,BELMONT,ST,BRO,BROCKTON,MA,531
17-181-FI,SUSPECTED DRUG DEALING,206,PINE,ST,BRO,BROCKTON,MA,535
17-182-FI,Police Information,,STILLMAN,AVE,BRO,BROCKTON,MA,507
17-183-FI,DRUG DEALERS,1109,MAIN,ST,BRO,BROCKTON,MA,535
17-184-FI,Suspicious Vehicle,932,N MONTELLO,ST,BRO,BROCKTON,MA,281
17-185-FI,Police Information,85,TREMONT,ST,BRO,BROCKTON,MA,507
17-186-FI,Suspicious Vehicle,31,PERKINS,AVE,BRO,BROCKTON,MA,389
17-187-FI,SUSPECTED DRUG DEALING,26,CHURCHILL,AVE,BRO,BROCKTON,MA,535
17-188-FI,Police Information,85,TREMONT,ST,BRO,BROCKTON,MA,548
17-190-FI,Suspicious Activity,64,HAVERHILL,ST,BRO,BROCKTON,MA,415
17-191-FI,Police Information,385,N MONTELLO,ST,BRO,BROCKTON,MA,531
17-196-FI,POSSIBLE GANG FUED,391,CRESCENT,ST,BRO,BROCKTON,MA,535
17-193-FI,Suspicious Vehicle,327,N PEARL,ST,BRO,BROCKTON,MA,562
17-194-FI,Suspicious Person,139,PLEASANT,ST,BRO,BROCKTON,MA,389
17-195-FI,Suspicious Activity,14,BARRY,ST,BRO,BROCKTON,MA,455
17-198-FI,ASSOCIATES OF CLASS A DISTRIBUTORS,715,MONTELLO,ST,BRO,BROCKTON,MA,548
17-199-FI,PERKINS AVE GANG MEMBER,258,DOVER,ST,BRO,BROCKTON,MA,535
17-200-FI,Police Information,,STILLMAN,AVE,BRO,BROCKTON,MA,548
17-201-FI,Suspicious Activity,30,EDWARD,ST,BRO,BROCKTON,MA,544
17-202-FI,DRUG ACTIVITY,23,RIDGEWAY,CT,BRO,BROCKTON,MA,544
17-203-FI,Suspicious Vehicle,13,PINE,ST,BRO,BROCKTON,MA,535
17-204-FI,DRUG DEALER,75,MONTELLO,ST,BRO,BROCKTON,MA,535
17-205-FI,DRIVER-STRONG DISLIKE TO POLICE,99,PLYMOUTH,ST,BRO,BROCKTON,MA,535
17-210-FI,GANG ACTIVITY,197,FLORENCE,ST,BRO,BROCKTON,MA,548
17-206-FI,GUN ACTIVITY,27,GROVE,ST,BRO,BROCKTON,MA,407
17-207-FI,Traffic Post,1133,MONTELLO,ST,BRO,BROCKTON,MA,437
17-208-FI,Police Information,36,DAVIDS,ST,BRO,BROCKTON,MA,437
17-209-FI,Suspicious Vehicle,31,SILVER,RD,BRO,BROCKTON,MA,437
17-211-FI,Suspicious Activity,2,WARREN,AVE,BRO,BROCKTON,MA,503
17-212-FI,Police Information,507,WARREN,AVE,BRO,BROCKTON,MA,347
17-215-FI,Other,708,N MONTELLO,ST,BRO,BROCKTON,MA,347
17-217-FI,Other,900,BELMONT,ST,BRO,BROCKTON,MA,347
